Title,RankOverall,YearPublished,UsersRated,AverageRating,Baverage,StandardDeviation,AverageWeight,NumberOfWeights,NumberOfPlays,NumAwardsHonors,PlayerCountRecomm_min,PlayerCountRecomm_max,PlayerCountBest_min,PlayerCountBest_max,PlayerCount_votes,GameCategory_1,RankCategory_1,ScoreCategory_1,Mechanics,AmazonPrice,GameCategory_2,RankCategory_2,ScoreCategory_2,GameCategory_3,RankCategory_3,ScoreCategory_3
Steampunk Rally Fusion ,1825,2021,1242,7.43915,6.23868,1.31415,2.7647,34,2497,0,1,8,4,4.0,19,Strategy ,910,6.38387,"Closed Drafting
Dice Rolling
Modular Board
Race
Resource to Move
Simultaneous Action Selection
",$221.07,Family ,471,6.40759,,,
Marvel: Crisis Protocol ,1826,2019,876,8.32098,6.23867,1.51067,3,10,5016,0,2,2,2,2.0,4,War ,207,6.90727,"Dice Rolling
Measurement Movement
Variable Player Powers
",$77.56,Thematic,287,6.65131,,,
Krosmaster: Arena ,1827,2012,3684,6.71556,6.23855,1.55091,2.6778,180,7994,4,2,2,2,2.0,45,Customizable,84,6.49184,"Action Points
Dice Rolling
Grid Movement
Open Drafting
Variable Player Powers
",$79.99,,,,,,
Tiny Epic Western ,1828,2016,4162,6.64192,6.23688,1.41784,2.8761,113,7218,0,1,1,4,4.0,54,Strategy ,1025,6.28502,"Area Majority / Influence
Commodity Speculation
Dice Rolling
Set Collection
Variable Player Powers
Worker Placement
",$24.44,,,,,,
LYNGK ,1829,2017,1110,7.58708,6.23615,1.27026,2.8235,34,3736,3,2,2,2,2.0,9,Abstract ,20,7.08274,"Grid Movement
Map Deformation
Map Reduction
Pattern Building
Pieces as Map
Point to Point Movement
",$31.69,,,,,,
A Victory Lost: Crisis in Ukraine 1942-1943 ,1830,2006,1088,7.6607,6.23597,1.40415,2.5645,186,1391,8,1,2,2,2.0,41,War ,87,7.20811,"Chit-Pull System
Dice Rolling
Grid Movement
Hexagon Grid
Movement Points
Ratio / Combat Results Table
",Unknown,,,,,,
Cold War: CIA vs KGB ,1831,2007,4130,6.62689,6.23505,1.36653,1.8522,406,8670,4,2,2,2,2.0,55,Strategy ,1023,6.28594,"Area Majority / Influence
Push Your Luck
Secret Unit Deployment
Simultaneous Action Selection
",Unknown,,,,,,
A Game of Thrones: Hand of the King ,1832,2016,4234,6.61793,6.23502,1.25755,1.2283,92,15514,0,2,4,2,2.0,88,Family ,571,6.31061,"Grid Movement
Open Drafting
Set Collection
",$20.99,,,,,,
Cytosis: A Cell Biology Board Game ,1833,2017,2090,7.01958,6.23501,1.25072,2.4561,57,4053,0,2,5,4,4.0,29,Strategy ,973,6.33397,"Set Collection
Worker Placement
",$44.99,,,,,,
Nyet! ,1834,1997,2671,6.77095,6.23474,1.29477,1.9082,98,5747,1,3,5,4,4.0,51,Strategy ,970,6.33688,"Hand Management
Open Drafting
Team-Based Game
Trick-taking
",Unknown,,,,,,
Steel Driver ,1835,2008,1942,6.97196,6.23453,1.19702,2.7982,218,3479,1,3,5,4,4.0,47,Strategy ,930,6.37372,"Auction/Bidding
Network and Route Building
Stock Holding
",Unknown,,,,,,
Field Commander: Napoleon ,1836,2011,1067,7.71872,6.23451,1.392,2.7333,105,2472,1,1,1,1,1.0,33,War ,98,7.16653,"Area Movement
Dice Rolling
Multiple Maps
Simulation
Solo / Solitaire Game
",$107.99,,,,,,
5-Minute Marvel ,1837,2018,2816,6.79463,6.23441,1.20821,1.1429,63,14996,0,2,5,3,4.0,38,Party ,110,6.46128,"Cooperative Game
Hand Management
Real-Time
Variable Player Powers
",$29.99,Family ,545,6.33697,,,
DC Comics Dice Masters: Justice League ,1838,2015,1409,7.29182,6.23414,1.48311,2.2857,35,4377,0,2,2,2,2.0,8,Customizable,34,7.04246,"Deck, Bag, and Pool Building
Dice Rolling
",$19.99,,,,,,
Stellar ,1839,2020,1302,7.40152,6.234,1.12687,2.1778,45,4271,2,2,2,2,2.0,20,Strategy ,925,6.37684,"Area Majority / Influence
Hand Management
Open Drafting
Set Collection
Tile Placement
",$19.30,,,,,,
Diamonds Club ,1840,2008,1786,7.04596,6.2338,1.09721,2.6328,177,3775,4,2,4,4,4.0,46,Strategy ,924,6.37711,"Set Collection
Tech Trees / Tech Tracks
Worker Placement
",Unknown,,,,,,
Holland '44: Operation Market-Garden ,1841,2017,796,8.28663,6.23368,1.19118,3.8333,60,1007,1,1,2,2,2.0,23,War ,27,7.51639,"Dice Rolling
Hexagon Grid
Simulation
",$149.99,,,,,,
Warfighter: The WWII Tactical Combat Card Game ,1842,2016,1061,7.87875,6.23289,1.38403,3.1373,51,3988,1,1,2,1,1.0,35,War ,103,7.14357,"Action Points
Campaign / Battle Card Driven
Cooperative Game
Dice Rolling
Hand Management
Solo / Solitaire Game
",Unknown,,,,,,
Dominations: Road to Civilization ,1843,2019,1230,7.45775,6.23286,1.42378,3.6275,51,3179,2,2,4,2,2.0,47,Strategy ,892,6.39973,"Area Majority / Influence
Modular Board
Set Collection
Tech Trees / Tech Tracks
Tile Placement
",Unknown,,,,,,
Fertility ,1844,2018,1578,7.15585,6.23248,1.0315,1.9744,39,6287,1,2,4,2,3.0,25,Family ,483,6.39685,"Modular Board
Set Collection
Tile Placement
",$29.99,,,,,,
Corinth ,1845,2019,3006,6.74418,6.23239,1.18358,1.6875,48,15382,0,2,4,3,3.0,34,Family ,535,6.34359,"Dice Rolling
Paper-and-Pencil
",$13.89,,,,,,
Labyrinth ,1846,1986,13248,6.40334,6.23237,1.27705,1.3518,742,35861,4,2,4,4,4.0,165,Family ,663,6.23707,"Map Deformation
Modular Board
Network and Route Building
Point to Point Movement
Slide/Push
Square Grid
",$33.93,,,,,,
Holmes: Sherlock & Mycroft ,1847,2015,2687,6.7917,6.23221,1.22563,1.8205,78,7840,1,2,2,2,2.0,32,Family ,540,6.34237,"Hand Management
Open Drafting
Set Collection
Worker Placement
",$29.99,,,,,,
Ra: The Dice Game ,1848,2009,2577,6.77952,6.23154,1.38194,1.7373,217,17318,1,2,4,4,4.0,48,Family ,527,6.35267,"Dice Rolling
Die Icon Resolution
End Game Bonuses
Re-rolling and Locking
Set Collection
",Unknown,,,,,,
Wildlife Safari ,1849,1994,3149,6.69339,6.23129,1.21478,1.2918,281,14063,2,3,5,4,4.0,49,Family ,547,6.33644,"Commodity Speculation
Hand Management
Stock Holding
",Unknown,,,,,,
Tenpenny Parks ,1850,2022,1195,7.53778,6.23058,1.20373,2.1944,36,3494,0,1,4,3,3.0,28,Strategy ,921,6.38044,"Income
Set Collection
Tile Placement
Worker Placement
",$59.95,,,,,,
A Song of Ice & Fire: Tabletop Miniatures Game – Stark vs Lannister Starter Set ,1851,2018,1009,8.1043,6.23018,1.7072,2.9375,32,3241,1,2,2,2,2.0,15,War ,152,7.01012,"Dice Rolling
Hand Management
Measurement Movement
Worker Placement
",$76.95,Thematic,320,6.59523,,,
Tribes of the Wind ,1852,2022,1200,7.48525,6.22999,1.18668,2.66,50,3654,0,2,4,3,3.0,58,Strategy ,901,6.3906,"Closed Drafting
End Game Bonuses
Grid Coverage
Hand Management
Movement Points
Race
",$49.99,Family ,473,6.40539,,,
SPQR (Deluxe Edition) ,1853,2008,871,8.03081,6.22991,1.45686,3.9043,115,1264,0,1,2,2,2.0,25,War ,54,7.37949,"Dice Rolling
Grid Movement
Hexagon Grid
Simulation
",$105.48,,,,,,
Edo ,1854,2012,1714,7.05735,6.2298,1.15735,2.9643,112,3324,1,2,4,4,4.0,25,Strategy ,942,6.36212,"Action Queue
Hand Management
Point to Point Movement
Simultaneous Action Selection
",$60.00,,,,,,
"Napoléon: The Waterloo Campaign, 1815 ",1855,1974,1346,7.3515,6.22939,1.37448,2.4751,181,1940,0,2,3,2,3.0,26,War ,142,7.04273,"Dice Rolling
Minimap Resolution
Point to Point Movement
Secret Unit Deployment
Simulation
",Unknown,,,,,,
Pandemic: Hot Zone – North America ,1856,2020,1892,7.03981,6.22886,1.24986,1.8444,45,6640,0,1,4,2,2.0,45,Family ,515,6.36144,"Action Points
Cooperative Game
Hand Management
Point to Point Movement
Set Collection
Trading
",$8.98,,,,,,
Legend of the Five Rings ,1857,1995,1697,7.16107,6.22874,1.66371,3.2905,148,7043,4,2,4,2,2.0,31,Customizable,55,6.83612,"Open Drafting
Player Elimination
Set Collection
",Unknown,,,,,,
Breakout: Normandy ,1858,1992,1051,7.68917,6.22813,1.54727,3.3913,161,1061,1,1,2,2,2.0,20,War ,79,7.24923,"Advantage Token
Area Movement
Area-Impulse
Dice Rolling
Simulation
",Unknown,,,,,,
The Rise of Queensdale ,1859,2018,1210,7.4518,6.22784,1.53938,2.7407,27,13436,0,2,4,4,4.0,21,Strategy ,893,6.39736,"Dice Rolling
Legacy Game
Scenario / Mission / Campaign Game
Worker Placement
Worker Placement with Dice Workers
",$64.18,,,,,,
Summer Camp ,1860,2021,1584,7.17013,6.22755,1.16329,1.8889,36,4981,1,2,4,3,3.0,24,Family ,503,6.3768,"Deck Construction
Deck, Bag, and Pool Building
Open Drafting
Race
Track Movement
Variable Set-up
",$19.49,,,,,,
Mountain Goats ,1861,2020,1989,6.98367,6.22729,1.16474,1.0488,41,10915,0,2,4,4,4.0,35,Family ,525,6.35476,"Dice Rolling
King of the Hill
Roll / Spin and Move
Track Movement
",$24.00,,,,,,
HEXplore It: The Valley of the Dead King ,1862,2017,1093,7.76352,6.2267,1.49967,3.2558,43,2447,0,1,6,4,4.0,38,Thematic,324,6.58733,"Cooperative Game
Dice Rolling
Grid Movement
Hexagon Grid
Modular Board
Push Your Luck
",Unknown,,,,,,
Royal Palace ,1863,2008,2205,6.86893,6.22639,1.12932,2.7798,218,4221,0,2,4,3,3.0,49,Strategy ,959,6.34683,"Action Points
Area Majority / Influence
",Unknown,,,,,,
Dungeons & Dragons Dice Masters: Battle for Faerûn ,1864,2015,1497,7.20785,6.22588,1.40495,2.1967,61,4816,1,2,2,2,2.0,17,Customizable,38,6.9932,"Deck, Bag, and Pool Building
Dice Rolling
Variable Player Powers
",Unknown,,,,,,
John Company ,1865,2017,1245,7.38327,6.22559,1.72076,4.1546,97,3186,1,3,6,4,4.0,46,Thematic,346,6.53203,"Bribery
Dice Rolling
Negotiation
Push Your Luck
Simulation
Variable Player Powers
",Unknown,,,,,,
Memoarrr! ,1866,2017,2205,6.88843,6.22547,1.20435,1.25,40,13604,6,2,4,4,4.0,40,Family ,524,6.35524,"Memory
Modular Board
Variable Set-up
",Unknown,,,,,,
Founding Fathers ,1867,2010,1928,6.95393,6.22485,1.38335,2.7484,159,5186,0,3,5,4,4.0,41,Strategy ,958,6.34748,"Area Majority / Influence
Campaign / Battle Card Driven
Hand Management
Open Drafting
Set Collection
Simulation
",Unknown,,,,,,
CoraQuest ,1868,2022,952,8.02982,6.22428,1.3679,2.0333,30,2783,2,1,4,4,4.0,26,Family ,490,6.38824,"Cooperative Game
Dice Rolling
Line of Sight
Modular Board
Square Grid
Variable Player Powers
",Unknown,,,,,,
Sol: Last Days of a Star ,1869,2017,1169,7.50635,6.2239,1.39182,2.8421,38,3142,1,1,5,4,4.0,25,Strategy ,917,6.38114,"Action Points
Area Movement
Cooperative Game
Movement Points
Network and Route Building
Ownership
",Unknown,,,,,,
Pax Transhumanity ,1870,2019,1084,7.52855,6.22226,1.59607,4.3879,116,3766,2,1,4,3,3.0,43,Strategy ,899,6.39341,"Hidden Victory Points
Market
Pattern Recognition
Sudden Death Ending
Worker Placement
",Unknown,,,,,,
Ganymede ,1871,2018,1620,7.16683,6.22185,1.26893,2.25,60,6437,1,2,4,3,3.0,32,Strategy ,965,6.34195,"Open Drafting
Pick-up and Deliver
Set Collection
",$24.69,,,,,,
Mare Nostrum ,1872,2003,3210,6.72733,6.22168,1.50438,2.9886,350,3524,3,4,5,5,5.0,59,Strategy ,1007,6.29867,"Area Majority / Influence
Dice Rolling
Set Collection
Trading
Variable Player Powers
",Unknown,,,,,,
Last Aurora ,1873,2020,1462,7.34021,6.22138,1.24321,2.7288,59,3290,0,2,4,4,4.0,41,Thematic,371,6.49221,"Hand Management
Race
Worker Placement
",$40.70,,,,,,
The Red Dragon Inn 3 ,1874,2011,1780,7.20298,6.22129,1.57203,1.925,40,1634,1,2,4,4,4.0,16,Thematic,392,6.45012,"Betting and Bluffing
Hand Management
Variable Player Powers
",$28.57,,,,,,
Tournament at Camelot ,1875,2017,1670,7.14236,6.22098,1.48478,2.3462,26,3908,0,3,6,4,4.0,26,Strategy ,949,6.35322,"Take That
Trick-taking
Variable Player Powers
",$24.53,,,,,,
Eurorails ,1876,1990,1826,7.0982,6.22083,1.47221,2.7432,148,5396,1,2,5,3,4.0,35,Strategy ,980,6.32578,"Connections
Crayon Rail System
Hexagon Grid
Network and Route Building
Pick-up and Deliver
",Unknown,,,,,,
Warhammer: Diskwars ,1877,2013,2002,7.07118,6.22019,1.52502,2.7717,127,2797,0,2,4,2,2.0,39,War ,373,6.63389,"Campaign / Battle Card Driven
Dice Rolling
Hand Management
Movement Template
Player Elimination
Rock-Paper-Scissors
",$65.00,Customizable,66,6.72727,,,
Wits & Wagers Family ,1878,2010,2058,6.91751,6.22013,1.17319,1.0976,82,6806,4,3,10,5,6.0,23,Party ,89,6.55668,"Betting and Bluffing
Paper-and-Pencil
",$22.00,Family ,520,6.35806,,,
Dragomino ,1879,2020,1799,7.07588,6.22007,1.27651,1.1034,58,17049,13,2,4,3,4.0,42,Children's ,15,6.80349,"Open Drafting
Pattern Building
Tile Placement
Turn Order: Stat-Based
",$21.99,,,,,,
Meeple Land ,1880,2020,1488,7.25546,6.21953,1.09182,1.9048,42,5939,3,2,4,3,3.0,32,Family ,499,6.37972,"Auction: Turn Order Until Pass
Income
Market
Modular Board
Network and Route Building
Set Collection
",$46.39,,,,,,
Mamma Mia! ,1881,1998,6131,6.47198,6.2194,1.26211,1.3653,490,19358,3,2,5,4,4.0,75,Family ,604,6.2793,"Hand Management
Memory
",Unknown,,,,,,
Carcassonne: Gold Rush ,1882,2014,1582,7.15387,6.21936,1.13077,1.9492,59,4131,0,2,4,3,3.0,18,Strategy ,971,6.3358,"Area Majority / Influence
Tile Placement
",$180.90,Family ,500,6.37907,,,
Infinity N3: Core Book ,1883,2005,855,8.05516,6.21902,1.61748,3.9208,101,4581,0,2,2,2,2.0,23,War ,165,6.99281,"Action Points
Critical Hits and Failures
Deck, Bag, and Pool Building
Dice Rolling
Interrupts
Line of Sight
",Unknown,Thematic,334,6.55622,,,
Hoity Toity ,1884,1990,5249,6.51432,6.21873,1.33947,1.8657,551,10896,3,4,5,5,5.0,114,Family ,599,6.28235,"Rock-Paper-Scissors
Set Collection
Simultaneous Action Selection
",Unknown,,,,,,
Abalone ,1885,1987,7415,6.47092,6.21873,1.42538,2.1597,476,17148,2,2,2,2,2.0,75,Abstract ,158,6.24179,"Grid Movement
Hexagon Grid
Slide/Push
Static Capture
",$44.45,,,,,,
Core Space ,1886,2019,955,8.66967,6.21811,1.31986,3,30,1705,0,1,4,2,2.0,18,Thematic,310,6.61646,"Action Points
Cooperative Game
Dice Rolling
Die Icon Resolution
Grid Movement
Measurement Movement
",$86.26,,,,,,
Chakra ,1887,2019,2336,6.90111,6.21795,1.3801,1.7209,43,26069,2,2,4,2,2.0,35,Family ,537,6.34328,"Action Retrieval
Set Collection
",Unknown,,,,,,
Euchre ,1888,1848,2590,6.82342,6.21784,1.70369,1.6928,166,24523,0,4,4,4,4.0,56,Family ,562,6.32011,"Team-Based Game
Trick-taking
",$14.99,,,,,,
Seeland ,1889,2010,2035,6.90994,6.2178,1.1395,2.2985,134,4849,1,2,4,2,2.0,62,Strategy ,967,6.34001,"Hexagon Grid
Rondel
Tile Placement
",Unknown,Family ,521,6.35606,,,
Trans Europa ,1890,2005,3365,6.65076,6.21761,1.1936,1.4057,350,12503,1,3,6,5,6.0,57,Family ,568,6.31301,"Connections
Race
Score-and-Reset Game
",$34.45,,,,,,
B-17: Queen of the Skies ,1891,1981,2034,7.11186,6.21747,1.63353,2.332,244,8138,0,1,1,1,1.0,66,War ,283,6.77072,"Area Movement
Dice Rolling
Events
Paper-and-Pencil
Ratio / Combat Results Table
Scenario / Mission / Campaign Game
",Unknown,,,,,,
Ground Floor ,1892,2012,1749,6.99946,6.21744,1.411,3.7175,177,3530,0,2,5,4,4.0,62,Strategy ,947,6.35482,"Worker Placement
",Unknown,,,,,,
Citrus ,1893,2013,1612,7.10311,6.21707,1.19862,2.5079,63,4395,0,2,4,2,2.0,47,Strategy ,941,6.36228,"Enclosure
Open Drafting
Pattern Building
Tile Placement
",Unknown,Family ,496,6.38216,,,
Décorum ,1894,2022,1185,7.44599,6.21603,1.36375,1.7647,17,8008,1,2,4,2,2.0,33,Family ,491,6.38736,"Communication Limits
Cooperative Game
Deduction
Negotiation
Roles with Asymmetric Information
Scenario / Mission / Campaign Game
",$54.95,,,,,,
Human Punishment: Social Deduction 2.0 ,1895,2018,1710,7.47259,6.21472,1.90407,2.6087,46,4064,0,4,9,5,7.0,35,Thematic,427,6.38193,"Hidden Roles
Take That
Team-Based Game
Traitor Game
Variable Player Powers
",Unknown,Party ,137,6.3525,,,
Heroscape Marvel: The Conflict Begins ,1896,2007,1925,7.0261,6.21469,1.43218,2.0615,130,2872,2,2,2,2,2.0,12,Thematic,397,6.43725,"Dice Rolling
Grid Movement
Modular Board
",Unknown,,,,,,
Unlock!: Game Adventures ,1897,2021,772,8.01328,6.21395,1.18406,2.4,10,3758,0,1,4,2,2.0,9,Thematic,278,6.66548,"Cooperative Game
Deduction
Scenario / Mission / Campaign Game
Storytelling
",$36.99,Family ,455,6.42429,,,
Coal Baron: The Great Card Game ,1898,2016,1640,7.0886,6.21374,1.09808,2.7179,39,3592,1,2,4,2,2.0,32,Strategy ,950,6.35257,"Contracts
Hand Management
Open Drafting
Set Collection
Worker Placement
",Unknown,,,,,,
The Boss ,1899,2010,2598,6.78663,6.21349,1.31391,1.7815,151,7235,1,2,4,4,4.0,67,Family ,560,6.32402,"Area Majority / Influence
Auction/Bidding
Betting and Bluffing
Deduction
",Unknown,,,,,,
Dice Throne: Season Two – Cursed Pirate v. Artificer ,1900,2018,878,7.89848,6.21317,1.21626,2.7,10,899,0,2,2,2,2.0,3,,,,"Dice Rolling
Take That
Variable Player Powers
",$29.81,,,,,,
La Granja: No Siesta ,1901,2016,2389,6.79453,6.21296,1.20846,2.1892,37,9577,0,1,4,2,2.0,39,Strategy ,981,6.3232,"Dice Rolling
Open Drafting
Paper-and-Pencil
",Unknown,,,,,,
Tiny Epic Pirates ,1902,2021,1902,7.05188,6.21295,1.33858,2.8429,70,3622,0,1,4,3,3.0,43,Strategy ,1015,6.29661,"Dice Rolling
Market
Movement Points
Pick-up and Deliver
Rondel
Solo / Solitaire Game
",$21.00,,,,,,
Pax Pamir ,1903,2015,1195,7.41515,6.21286,1.59383,3.686,86,3536,3,3,5,4,4.0,38,Strategy ,918,6.38106,"Area Majority / Influence
Area Movement
Hand Management
Simulation
",Unknown,,,,,,
Age of War ,1904,2014,7751,6.45231,6.21161,1.32462,1.1151,278,29800,1,2,6,4,4.0,103,Family ,658,6.2402,"Dice Rolling
Push Your Luck
Re-rolling and Locking
Set Collection
Take That
",Unknown,,,,,,
Wasabi! ,1905,2008,4853,6.53128,6.21145,1.26067,1.9026,431,13209,4,2,4,3,3.0,67,Family ,603,6.27978,"Hand Management
Pattern Building
Set Collection
Tile Placement
",$399.99,,,,,,
Planted: A Game of Nature & Nurture ,1906,2022,1324,7.33494,6.21141,1.09415,1.625,24,4609,0,2,5,3,4.0,14,Family ,507,6.37351,"Closed Drafting
End Game Bonuses
Hand Management
Set Collection
Simultaneous Action Selection
",$29.99,,,,,,
Arena: Roma II ,1907,2009,2130,6.87795,6.21126,1.27711,1.9262,149,7983,1,2,2,2,2.0,21,Strategy ,975,6.33075,"Action Points
Dice Rolling
Hand Management
Take That
",Unknown,,,,,,
Frank's Zoo ,1908,1999,3668,6.61088,6.2108,1.32996,1.5217,322,14149,2,4,7,4,6.0,62,Family ,583,6.29741,"Hand Management
Ladder Climbing
Team-Based Game
Trick-taking
",Unknown,,,,,,
Bootleggers ,1909,2004,3254,6.68418,6.2108,1.41216,2.626,361,4824,0,4,6,6,6.0,64,Thematic,459,6.33248,"Area Majority / Influence
Open Drafting
Simultaneous Action Selection
Trading
",Unknown,,,,,,
"Dungeons, Dice & Danger ",1910,2022,1730,7.07489,6.21046,1.26531,1.9118,34,10279,0,1,4,2,2.0,30,Family ,532,6.34621,"Dice Rolling
Paper-and-Pencil
",$26.99,,,,,,
Theseus: The Dark Orbit ,1911,2013,1832,7.01969,6.21039,1.46779,2.8718,117,4355,0,2,3,2,2.0,80,Strategy ,968,6.33789,"Mancala
Point to Point Movement
Team-Based Game
Variable Player Powers
",Unknown,,,,,,
Exit: The Game – Advent Calendar: The Mystery of the Ice Cave ,1912,2020,783,7.98148,6.21003,1.24225,2.0714,14,11451,0,1,3,2,2.0,18,Thematic,308,6.61792,"Cooperative Game
",$44.90,,,,,,
Monolith Arena ,1913,2018,1264,7.39651,6.20984,1.40034,2.3529,34,3857,1,2,2,2,2.0,25,Strategy ,951,6.35153,"Hand Management
Hexagon Grid
Player Elimination
Team-Based Game
Tile Placement
Variable Player Powers
",Unknown,,,,,,
Pyramid of Pengqueen ,1914,2008,2082,6.88762,6.20963,1.22165,1.3717,113,8975,1,3,5,5,5.0,40,Children's ,14,6.80419,"Hidden Movement
Memory
Player Elimination
Roll / Spin and Move
",Unknown,Family ,533,6.34547,,,
Cabo ,1915,2010,1670,7.0957,6.20958,1.37746,1.2453,53,13676,0,2,5,4,4.0,33,Abstract ,110,6.45532,"Hand Management
Memory
",Unknown,Family ,539,6.34317,,,
ROVE: Results-Oriented Versatile Explorer ,1916,2021,1054,7.61226,6.20931,1.10425,1.875,32,6062,0,1,1,1,1.0,18,Strategy ,955,6.34906,"Pattern Movement
Pattern Recognition
Solo / Solitaire Game
Square Grid
",Unknown,Family ,502,6.37851,,,
Europe Engulfed: WWII European Theatre Block Game ,1917,2003,1295,7.45625,6.2093,1.68077,3.7621,248,1623,3,2,3,2,3.0,43,War ,149,7.01911,"Action Points
Area Movement
Dice Rolling
Ratio / Combat Results Table
Secret Unit Deployment
Simulation
",Unknown,,,,,,
ALIEN: Fate of the Nostromo ,1918,2021,1948,7.10404,6.20896,1.28683,1.9524,63,4485,1,1,5,3,3.0,48,Thematic,416,6.39878,"Action Points
Cooperative Game
Variable Player Powers
",$24.75,,,,,,
Rolling Heights ,1919,2023,1003,7.67691,6.20891,1.22224,2.6061,33,3104,0,1,4,3,3.0,31,,,,"Area Majority / Influence
Deck, Bag, and Pool Building
Dice Rolling
End Game Bonuses
Push Your Luck
Random Production
",$61.39,,,,,,
Qin ,1920,2012,2418,6.79151,6.20885,1.1646,2.0268,149,9718,6,2,4,2,2.0,61,Abstract ,79,6.58453,"Area Majority / Influence
Enclosure
Hand Management
Tile Placement
",Unknown,Family ,561,6.32309,,,
Dr. Eureka ,1921,2015,3911,6.58302,6.20875,1.17962,1.0508,59,15138,5,2,4,2,4.0,31,Children's ,48,6.45126,"Pattern Building
Real-Time
",$25.75,Family ,588,6.29302,,,
The Isofarian Guard ,1922,2023,685,8.94945,6.20863,1.4276,3.1379,58,4651,0,1,2,1,2.0,36,Thematic,288,6.64962,"Action Points
Campaign / Battle Card Driven
Cooperative Game
Deck, Bag, and Pool Building
Hand Management
Storytelling
",Unknown,,,,,,
Neta-Tanka: Deluxe Edition ,1923,2019,1454,7.18952,6.20811,1.3152,2.8226,62,3812,0,1,5,3,3.0,36,Strategy ,964,6.34219,"Set Collection
Worker Placement
",Unknown,,,,,,
Dutch Blitz ,1924,1960,3624,6.71753,6.20793,1.6682,1.2571,105,18280,0,2,4,4,4.0,39,Party ,165,6.27565,"Pattern Building
Race
Real-Time
Score-and-Reset Game
Speed Matching
",$12.99,Family ,619,6.2696,,,
Paris Connection ,1925,2010,3008,6.65555,6.20747,1.26035,1.8182,154,11792,6,3,6,4,4.0,34,Strategy ,994,6.30419,"Chaining
Connections
Hexagon Grid
Hidden Victory Points
Market
Network and Route Building
",Unknown,,,,,,
Samurai Sword ,1926,2012,3797,6.66083,6.20745,1.37445,1.7607,163,7724,0,5,7,7,7.0,66,Family ,633,6.26001,"Hand Management
Team-Based Game
Variable Player Powers
",Unknown,,,,,,
Mysthea ,1927,2019,1118,7.63611,6.2073,1.55547,3.8254,63,1494,0,2,4,3,3.0,36,Strategy ,960,6.34627,"Area Majority / Influence
Area Movement
Deck, Bag, and Pool Building
Hand Management
Variable Player Powers
",Unknown,,,,,,
Ascension: Realms Unraveled ,1928,2014,1141,7.51562,6.20729,1.37486,2.1667,30,8626,0,2,4,2,2.0,11,Strategy ,944,6.35986,"Deck, Bag, and Pool Building
Hand Management
Open Drafting
",Unknown,,,,,,
Empyreal: Spells & Steam ,1929,2020,1108,7.524,6.20695,1.27747,2.825,40,2785,2,2,6,3,3.0,25,Strategy ,935,6.36982,"Hexagon Grid
Modular Board
Network and Route Building
Open Drafting
Pick-up and Deliver
Rondel
",$89.99,,,,,,
Dealt! ,1930,2018,1596,7.07041,6.20676,1.26207,1.4167,36,9985,2,3,4,4,4.0,37,Family ,518,6.36035,"Hand Management
Ladder Climbing
Single Loser Game
Trick-taking
",Unknown,,,,,,
Bites ,1931,2020,1501,7.13563,6.20578,1.10158,1.5,30,7099,1,2,5,3,3.0,22,Family ,516,6.36133,"Commodity Speculation
End Game Bonuses
Map Reduction
Modular Board
Set Collection
Track Movement
",$44.00,,,,,,
Ticket to Ride: First Journey (U.S.) ,1932,2016,2224,6.90109,6.20572,1.23867,1.4186,43,11445,4,2,4,3,4.0,21,Children's ,23,6.71053,"Hand Management
Network and Route Building
Set Collection
",$27.99,,,,,,
Spring Meadow ,1933,2018,1635,7.06177,6.20524,1.20281,1.7949,39,9979,1,1,4,2,2.0,32,Family ,519,6.36025,"Grid Coverage
Pattern Building
Tile Placement
",$44.03,,,,,,
