Title,Link,RankOverall,YearPublished,UsersRated,AverageRating,Baverage,StandardDeviation,AverageWeight,NumberOfWeights,NumberOfPlays,NumAwardsHonors,PlayerCountRecomm_min,PlayerCountRecomm_max,PlayerCountBest_min,PlayerCountBest_max,PlayerCount_votes,MinPlayTime,MaxPlayTime,GameCategory_1,RankCategory_1,ScoreCategory_1,Mechanics,AmazonPrice,GameCategory_2,RankCategory_2,ScoreCategory_2,GameCategory_3,RankCategory_3,ScoreCategory_3
Long Shot: The Dice Game ,https://boardgamegeek.com/boardgame/295374/long-shot-dice-game,338,2022,6002,7.67771,7.1196,1.14874,1.9091,121,23794,3,1,8,4,6.0,116,25,25,Family ,55,7.24996,"Betting and Bluffing
Dice Rolling
End Game Bonuses
Paper-and-Pencil
Solo / Solitaire Game
Victory Points as a Resource
",Unknown,,,,,,
Small World ,https://boardgamegeek.com/boardgame/40692/small-world,339,2009,69940,7.21408,7.1149,1.29928,2.3481,3430,159948,30,2,5,4,4.0,1041,40,80,Strategy ,300,7.08095,"Area Majority / Influence
Area Movement
Dice Rolling
Hidden Victory Points
Increase Value of Unchosen Resources
Variable Player Powers
",Unknown,Family ,88,7.1078,,,
Above and Below ,https://boardgamegeek.com/boardgame/172818/above-and-below,340,2015,15714,7.3717,7.11488,1.26978,2.5242,414,34263,9,2,4,3,3.0,181,90,90,Thematic,109,7.13804,"Action Points
Dice Rolling
Narrative Choice / Paragraph
Set Collection
Storytelling
Trading
",$37.49,,,,,,
Arboretum ,https://boardgamegeek.com/boardgame/140934/arboretum,341,2015,19588,7.3046,7.11308,1.24638,2.1365,564,72612,5,2,4,2,2.0,348,30,30,Family ,73,7.15289,"Hand Management
Pattern Building
Set Collection
Tile Placement
",$19.94,,,,,,
Bonfire ,https://boardgamegeek.com/boardgame/304420/bonfire,342,2020,6045,7.6846,7.11273,1.24381,3.6382,304,19568,5,1,4,3,3.0,154,70,100,Strategy ,209,7.23002,"Market
Pattern Building
Point to Point Movement
Set Collection
Solo / Solitaire Game
Tile Placement
",$48.07,,,,,,
Merchants & Marauders ,https://boardgamegeek.com/boardgame/25292/merchants-marauders,343,2010,14022,7.39438,7.1091,1.48473,3.2453,848,24827,6,2,4,4,4.0,329,180,180,Thematic,93,7.18,"Action Points
Area Movement
Bias
Dice Rolling
Events
Pick-up and Deliver
",$64.97,,,,,,
Nusfjord ,https://boardgamegeek.com/boardgame/234277/nusfjord,344,2017,6137,7.64285,7.10959,1.19096,2.8396,212,30446,3,1,5,1,1.0,176,20,100,Strategy ,212,7.22525,"Worker Placement
",Unknown,,,,,,
The King Is Dead: Second Edition ,https://boardgamegeek.com/boardgame/319966/king-dead-second-edition,345,2020,6117,7.66638,7.11039,1.16054,2.1236,178,16744,1,2,4,3,3.0,166,30,45,Strategy ,216,7.22126,"Area Majority / Influence
Campaign / Battle Card Driven
Communication Limits
Hand Management
Map Reduction
Team-Based Game
",$37.48,,,,,,
Lords of Hellas ,https://boardgamegeek.com/boardgame/222509/lords-hellas,346,2018,7091,7.68496,7.10793,1.48361,3.3362,229,12455,2,2,4,4,4.0,148,60,90,Strategy ,227,7.18874,"Area Majority / Influence
Area Movement
Card Play Conflict Resolution
Dice Rolling
Hand Management
Open Drafting
",$69.95,,,,,,
BattleLore: Second Edition ,https://boardgamegeek.com/boardgame/146439/battlelore-second-edition,347,2013,6301,7.6835,7.1092,1.35796,2.7072,304,13672,4,2,2,2,2.0,81,45,90,War ,59,7.35576,"Campaign / Battle Card Driven
Command Cards
Dice Rolling
Grid Movement
Modular Board
Secret Unit Deployment
",Unknown,,,,,,
Neuroshima Hex! 3.0 ,https://boardgamegeek.com/boardgame/21241/neuroshima-hex-30,348,2006,14831,7.39247,7.10698,1.39593,2.6133,874,72653,2,2,4,2,2.0,372,30,30,Strategy ,269,7.12498,"Area Majority / Influence
Connections
Grid Movement
Hand Management
Hexagon Grid
Line of Sight
",$37.60,,,,,,
Dungeon Lords ,https://boardgamegeek.com/boardgame/45315/dungeon-lords,349,2009,13809,7.36313,7.10648,1.4351,3.5674,950,24825,11,2,4,4,4.0,317,90,90,Strategy ,248,7.15613,"Action Queue
Hand Management
Simultaneous Action Selection
Tile Placement
Worker Placement
",$91.60,,,,,,
Chinatown ,https://boardgamegeek.com/boardgame/47/chinatown,350,1999,10947,7.42468,7.10545,1.34597,2.2477,541,22328,3,4,5,5,5.0,184,60,60,Strategy ,247,7.15853,"Enclosure
Income
Investment
Negotiation
Set Collection
Tile Placement
",Unknown,Family ,64,7.17461,,,
Tekhenu: Obelisk of the Sun ,https://boardgamegeek.com/boardgame/297030/tekhenu-obelisk-sun,351,2020,5481,7.7287,7.10494,1.30827,4.0636,440,16030,2,1,4,3,3.0,170,60,120,Strategy ,206,7.23511,"Action Drafting
Income
Open Drafting
Pattern Building
Turn Order: Stat-Based
Variable Set-up
",$54.95,,,,,,
Bärenpark ,https://boardgamegeek.com/boardgame/219513/barenpark,352,2017,18110,7.30456,7.10338,1.08751,1.6594,414,82007,11,2,4,4,4.0,221,30,45,Family ,72,7.15326,"Grid Coverage
Open Drafting
Set Collection
Tile Placement
",$44.92,,,,,,
Tiletum ,https://boardgamegeek.com/boardgame/351913/tiletum,353,2022,4041,7.96509,7.10758,1.17317,3.4135,208,12474,3,1,3,2,3.0,180,60,100,Strategy ,194,7.27324,"Action Points
Contracts
Dice Rolling
End Game Bonuses
Point to Point Movement
Set Collection
",$59.99,,,,,,
Mission: Red Planet (Second Edition) ,https://boardgamegeek.com/boardgame/176920/mission-red-planet-second-edition,354,2015,11096,7.41374,7.10359,1.18465,2.2113,265,21604,0,3,6,4,4.0,169,45,90,Strategy ,244,7.16076,"Action Retrieval
Area Majority / Influence
Area Movement
Hand Management
Simultaneous Action Selection
Take That
",$26.67,,,,,,
Sid Meier's Civilization: The Board Game ,https://boardgamegeek.com/boardgame/77130/sid-meiers-civilization-board-game,355,2010,15701,7.3771,7.10273,1.50294,3.8965,1140,22799,10,2,4,4,4.0,359,120,240,Strategy ,262,7.13265,"Deck, Bag, and Pool Building
Grid Movement
Hand Management
Modular Board
Open Drafting
Rock-Paper-Scissors
",Unknown,,,,,,
Letters from Whitechapel ,https://boardgamegeek.com/boardgame/59959/letters-whitechapel,356,2011,15768,7.353,7.10087,1.36042,2.6424,646,26885,1,2,6,2,2.0,420,90,90,Thematic,110,7.13127,"Hidden Movement
Memory
Point to Point Movement
Secret Unit Deployment
Team-Based Game
",$81.49,Strategy ,275,7.11922,,,
Dixit ,https://boardgamegeek.com/boardgame/39856/dixit,357,2008,62384,7.20755,7.09815,1.3848,1.2005,2289,167893,29,4,8,5,6.0,790,30,30,Party ,25,7.09147,"Race
Storytelling
Targeted Clues
Voting
",$49.97,,,,,,
Skull King ,https://boardgamegeek.com/boardgame/150145/skull-king,358,2013,8875,7.5099,7.09909,1.32469,1.6905,210,61665,1,3,6,5,6.0,154,30,30,Family ,61,7.19038,"Predictive Bid
Rock-Paper-Scissors
Trick-taking
",$11.89,,,,,,
Star Wars: The Deckbuilding Game ,https://boardgamegeek.com/boardgame/374173/star-wars-deckbuilding-game,359,2023,4313,7.95291,7.10286,1.1744,2.0244,123,22267,0,2,2,2,2.0,71,30,30,Strategy ,218,7.21655,"Deck, Bag, and Pool Building
Open Drafting
Tug of War
",$15.19,,,,,,
Imperium: Classics ,https://boardgamegeek.com/boardgame/318184/imperium-classics,360,2021,5817,7.72008,7.09376,1.41749,3.5691,304,25345,6,1,2,1,2.0,294,60,120,Strategy ,220,7.20807,"Deck, Bag, and Pool Building
End Game Bonuses
Hand Management
Market
Move Through Deck
Scenario / Mission / Campaign Game
",$41.17,,,,,,
Innovation ,https://boardgamegeek.com/boardgame/63888/innovation,361,2010,18039,7.29468,7.09246,1.60944,2.7614,947,132411,4,2,3,2,2.0,534,45,60,Strategy ,272,7.1217,"Advantage Token
Hand Management
Layering
Melding and Splaying
Take That
Tech Trees / Tech Tracks
",$18.55,,,,,,
Harry Potter: Hogwarts Battle ,https://boardgamegeek.com/boardgame/199042/harry-potter-hogwarts-battle,362,2016,18151,7.38063,7.09162,1.39543,2.0687,393,111053,8,2,4,2,2.0,328,30,60,Thematic,129,7.06102,"Cooperative Game
Deck, Bag, and Pool Building
Scenario / Mission / Campaign Game
Variable Player Powers
",$34.99,Family ,87,7.10893,,,
Mysterium ,https://boardgamegeek.com/boardgame/181304/mysterium,363,2015,42077,7.22954,7.09143,1.38374,1.8994,905,107349,21,3,7,5,6.0,438,42,42,Thematic,124,7.0692,"Communication Limits
Cooperative Game
Deduction
Finale Ending
Hand Management
Pattern Recognition
",$34.49,Family ,95,7.08545,,,
Takenoko ,https://boardgamegeek.com/boardgame/70919/takenoko,364,2011,43274,7.22184,7.09014,1.19582,1.9778,1533,150096,23,2,4,3,3.0,439,45,45,Family ,91,7.1005,"Action Points
Contracts
Dice Rolling
End Game Bonuses
Grid Movement
Hexagon Grid
",$41.99,,,,,,
Star Wars: Armada ,https://boardgamegeek.com/boardgame/163745/star-wars-armada,365,2015,5387,7.824,7.08905,1.48305,3.16,225,13099,8,2,2,2,2.0,58,120,120,War ,52,7.38587,"Action Queue
Critical Hits and Failures
Dice Rolling
Line of Sight
Movement Template
Simulation
",$95.99,Thematic,62,7.29213,,,
Hannibal: Rome vs. Carthage ,https://boardgamegeek.com/boardgame/234/hannibal-rome-vs-carthage,366,1996,4970,7.78089,7.08954,1.52047,3.4547,585,7968,6,2,2,2,2.0,99,40,200,War ,21,7.6314,"Area Majority / Influence
Campaign / Battle Card Driven
Dice Rolling
Events
Point to Point Movement
Simulation
",$89.20,,,,,,
Gizmos ,https://boardgamegeek.com/boardgame/246192/gizmos,367,2018,11899,7.39063,7.08908,1.14484,2,217,72858,9,2,4,3,3.0,132,40,50,Family ,68,7.1603,"Action Queue
Contracts
Open Drafting
",$39.99,,,,,,
Ghost Stories ,https://boardgamegeek.com/boardgame/37046/ghost-stories,368,2008,21063,7.27534,7.08806,1.42183,2.9043,1045,67616,5,1,4,4,4.0,379,60,60,Strategy ,288,7.09705,"Cooperative Game
Dice Rolling
Grid Movement
Modular Board
Move Through Deck
Solo / Solitaire Game
",$99.99,,,,,,
Agricola: All Creatures Big and Small ,https://boardgamegeek.com/boardgame/119890/agricola-all-creatures-big-and-small,369,2012,13584,7.34081,7.08451,1.22482,2.3503,591,45543,7,2,2,2,2.0,136,30,30,Strategy ,270,7.12399,"Automatic Resource Growth
Enclosure
Increase Value of Unchosen Resources
Tile Placement
Worker Placement
",$27.99,,,,,,
The Resistance ,https://boardgamegeek.com/boardgame/41114/resistance,370,2009,40122,7.2219,7.08357,1.47322,1.5932,1551,162744,3,5,10,7,7.0,489,30,30,Party ,32,7.0433,"Hidden Roles
Memory
Roles with Asymmetric Information
Simultaneous Action Selection
Team-Based Game
Traitor Game
",$20.15,,,,,,
Cloudspire ,https://boardgamegeek.com/boardgame/262211/cloudspire,371,2019,3304,8.19797,7.08873,1.60783,4.3636,286,16428,2,1,4,1,2.0,169,90,180,Strategy ,198,7.26488,"Action Queue
Bias
Cooperative Game
Dice Rolling
Events
Hexagon Grid
",$174.94,,,,,,
51st State: Master Set ,https://boardgamegeek.com/boardgame/192458/51st-state-master-set,372,2016,6690,7.60671,7.08425,1.30488,2.8961,231,22310,1,1,4,2,2.0,171,60,90,Strategy ,228,7.18571,"Hand Management
Open Drafting
Variable Phase Order
Variable Player Powers
Worker Placement
",$157.09,,,,,,
Raiders of Scythia ,https://boardgamegeek.com/boardgame/301880/raiders-scythia,373,2020,4968,7.78443,7.0838,1.17197,2.7135,192,12877,0,1,4,3,3.0,168,60,80,Strategy ,221,7.20761,"Contracts
Dice Rolling
Hand Management
Open Drafting
Solo / Solitaire Game
Variable Player Powers
",$46.31,,,,,,
Altiplano ,https://boardgamegeek.com/boardgame/234487/altiplano,374,2017,8856,7.47747,7.08255,1.26404,3.2977,299,26334,6,2,4,3,3.0,171,60,120,Strategy ,242,7.1627,"Action Points
Contracts
Deck, Bag, and Pool Building
Modular Board
Open Drafting
Tile Placement
",$55.99,,,,,,
Ginkgopolis ,https://boardgamegeek.com/boardgame/128271/ginkgopolis,375,2012,7552,7.50669,7.08292,1.27704,2.9077,390,32156,4,1,4,2,3.0,208,45,45,Strategy ,229,7.18445,"Area Majority / Influence
Layering
Multi-Use Cards
Open Drafting
Simultaneous Action Selection
Solo / Solitaire Game
",$45.49,,,,,,
So Clover! ,https://boardgamegeek.com/boardgame/329839/so-clover,376,2021,6407,7.58715,7.08471,1.16667,1.0917,109,58788,8,2,6,3,4.0,120,30,30,Party ,7,7.36388,"Communication Limits
Cooperative Game
",$24.97,,,,,,
San Juan ,https://boardgamegeek.com/boardgame/8217/san-juan,377,2004,23566,7.23454,7.07516,1.17674,2.2856,2062,102998,11,2,4,3,3.0,353,45,60,Strategy ,293,7.09326,"Action Drafting
Follow
Hand Management
Multi-Use Cards
Set Collection
Variable Phase Order
",$29.99,,,,,,
Mage Wars Arena ,https://boardgamegeek.com/boardgame/101721/mage-wars-arena,378,2012,7833,7.58406,7.07489,1.61532,3.6816,534,15473,4,2,2,2,2.0,150,90,90,Customizable,14,7.30301,"Deck Construction
Dice Rolling
Grid Movement
Line of Sight
Simultaneous Action Selection
Square Grid
",$109.99,,,,,,
Love Letter ,https://boardgamegeek.com/boardgame/277085/love-letter,379,2019,8487,7.51502,7.07714,1.30153,1.1292,178,33235,0,3,6,4,4.0,151,20,20,Party ,17,7.20974,"Hand Management
Player Elimination
Score-and-Reset Game
",$7.50,Family ,71,7.15406,,,
Furnace ,https://boardgamegeek.com/boardgame/318084/furnace,380,2020,9508,7.42748,7.07514,1.12023,2.2952,210,28118,6,2,4,3,4.0,142,30,60,Strategy ,254,7.14555,"Auction Compensation
Auction: Fixed Placement
Auction: Multiple Lot
Auction/Bidding
Constrained Bidding
Open Drafting
",$38.11,,,,,,
Blood Bowl: Team Manager – The Card Game ,https://boardgamegeek.com/boardgame/90137/blood-bowl-team-manager-card-game,381,2011,11274,7.38909,7.0725,1.3172,2.3333,627,26506,4,2,4,4,4.0,233,60,120,Thematic,99,7.17086,"Area Majority / Influence
Deck, Bag, and Pool Building
Dice Rolling
Hand Management
Open Drafting
",Unknown,,,,,,
Newton ,https://boardgamegeek.com/boardgame/244711/newton,382,2018,6633,7.56167,7.07119,1.2065,3.3898,254,22785,7,1,4,3,3.0,153,90,90,Strategy ,231,7.18119,"Action Retrieval
Closed Drafting
Deck, Bag, and Pool Building
End Game Bonuses
Hand Management
Income
",$67.99,,,,,,
Carpe Diem ,https://boardgamegeek.com/boardgame/245934/carpe-diem,383,2018,7354,7.52298,7.0704,1.17264,2.5103,243,31213,4,2,4,3,3.0,145,45,75,Strategy ,235,7.171,"Area Movement
Contracts
End Game Bonuses
Open Drafting
Tile Placement
Turn Order: Progressive
",$19.99,,,,,,
Flamecraft ,https://boardgamegeek.com/boardgame/336986/flamecraft,384,2022,10557,7.47929,7.0706,1.33537,2.2092,306,31408,6,1,5,3,3.0,177,60,60,Strategy ,301,7.0809,"Contracts
End Game Bonuses
Hand Management
Modular Board
Set Collection
Worker Placement
",$44.99,Family ,81,7.12576,,,
Abyss ,https://boardgamegeek.com/boardgame/155987/abyss,385,2014,14302,7.32447,7.0665,1.26009,2.3202,506,43735,9,2,4,4,4.0,230,30,60,Strategy ,291,7.0956,"Auction/Bidding
Hand Management
Memory
Open Drafting
Push Your Luck
Set Collection
",$46.21,,,,,,
Notre Dame ,https://boardgamegeek.com/boardgame/25554/notre-dame,386,2007,13229,7.31754,7.06655,1.20623,2.7422,1152,42607,10,2,5,3,4.0,261,45,75,Strategy ,267,7.1263,"Area Majority / Influence
Closed Drafting
Point to Point Movement
",$54.99,,,,,,
Gùgōng ,https://boardgamegeek.com/boardgame/250458/gugng,387,2018,8601,7.45535,7.0636,1.21637,3.0813,369,22184,6,1,5,3,3.0,230,60,90,Strategy ,249,7.14998,"Area Majority / Influence
Hand Management
Set Collection
Worker Placement
",$78.00,,,,,,
The Pillars of the Earth ,https://boardgamegeek.com/boardgame/24480/pillars-earth,388,2006,17690,7.2662,7.063,1.18941,2.815,1411,31231,21,2,4,4,4.0,317,90,120,Strategy ,286,7.09848,"Events
Market
Turn Order: Random
Worker Placement
Worker Placement, Different Worker Types
",$19.99,,,,,,
At the Gates of Loyang ,https://boardgamegeek.com/boardgame/39683/gates-loyang,389,2009,11030,7.36285,7.06261,1.27436,3.1138,650,38338,3,1,4,2,2.0,429,60,120,Strategy ,263,7.13139,"Contracts
Income
Loans
Market
Open Drafting
Set Collection
",Unknown,,,,,,
Twice as Clever! ,https://boardgamegeek.com/boardgame/269210/twice-clever,390,2019,8466,7.45162,7.05848,1.161,2.2994,167,84220,4,1,4,2,2.0,125,30,30,Family ,67,7.16129,"Dice Rolling
Paper-and-Pencil
Re-rolling and Locking
Solo / Solitaire Game
",$22.69,,,,,,
Maria ,https://boardgamegeek.com/boardgame/40354/maria,391,2009,3448,7.98572,7.05689,1.42776,3.5586,290,6400,5,3,3,3,3.0,141,210,210,War ,14,7.73728,"Auction/Bidding
Hand Management
Negotiation
Point to Point Movement
Secret Unit Deployment
Simulation
",Unknown,,,,,,
Pandemic: Fall of Rome ,https://boardgamegeek.com/boardgame/260428/pandemic-fall-rome,392,2018,5888,7.62877,7.05748,1.14602,2.4265,136,16494,3,1,5,3,3.0,98,45,60,Strategy ,245,7.15961,"Action Points
Cooperative Game
Dice Rolling
Events
Hand Management
Point to Point Movement
",$28.99,,,,,,
The Godfather: Corleone's Empire ,https://boardgamegeek.com/boardgame/195539/godfather-corleones-empire,393,2017,7455,7.53011,7.05389,1.32298,2.6398,186,15017,2,2,5,4,4.0,153,60,90,Strategy ,266,7.13028,"Area Majority / Influence
Auction/Bidding
Hand Management
Memory
Open Drafting
Take That
",$96.97,,,,,,
Sidereal Confluence ,https://boardgamegeek.com/boardgame/202426/sidereal-confluence,394,2017,4564,7.78198,7.05467,1.62002,3.526,173,9185,4,4,9,5,6.0,115,120,180,Strategy ,224,7.20042,"Auction/Bidding
Negotiation
Real-Time
Tech Trees / Tech Tracks
Trading
Variable Player Powers
",$58.50,,,,,,
Saint Petersburg ,https://boardgamegeek.com/boardgame/9217/saint-petersburg,395,2004,15832,7.27425,7.05251,1.31768,2.4593,1426,82722,11,2,4,4,4.0,303,45,60,Strategy ,290,7.0958,"Income
Open Drafting
Set Collection
",Unknown,,,,,,
Downforce ,https://boardgamegeek.com/boardgame/215311/downforce,396,2017,13235,7.31653,7.05207,1.21055,1.7269,271,75416,3,2,6,3,3.0,222,20,40,Family ,86,7.1149,"Auction/Bidding
Betting and Bluffing
Hand Management
Moving Multiple Units
Predictive Bid
Track Movement
",$39.95,,,,,,
Die Macher ,https://boardgamegeek.com/boardgame/1/die-macher,397,1986,5716,7.59515,7.05011,1.57109,4.3162,778,7428,4,4,5,5,5.0,136,240,240,Strategy ,230,7.1832,"Alliances
Area Majority / Influence
Auction/Bidding
Dice Rolling
Hand Management
Simultaneous Action Selection
",Unknown,,,,,,
Evolution: Climate ,https://boardgamegeek.com/boardgame/182134/evolution-climate,398,2016,7789,7.5072,7.04821,1.30087,2.7515,165,15397,2,2,6,4,4.0,123,60,60,Strategy ,279,7.10942,"Action Points
Events
Hand Management
Secret Unit Deployment
Simulation
Take That
",$58.50,,,,,,
Schotten Totten ,https://boardgamegeek.com/boardgame/372/schotten-totten,399,1999,11001,7.3542,7.04861,1.20077,1.7026,454,66237,2,2,2,2,2.0,107,20,20,Family ,79,7.12627,"Card Play Conflict Resolution
Hand Management
Melding and Splaying
Set Collection
",$15.99,,,,,,
Summoner Wars (Second Edition) ,https://boardgamegeek.com/boardgame/332800/summoner-wars-second-edition,400,2021,3105,8.16983,7.04888,1.34504,2.5949,79,13053,1,2,2,2,2.0,38,40,60,Customizable,4,7.77828,"Action Points
Card Play Conflict Resolution
Deck Construction
Dice Rolling
Die Icon Resolution
Grid Movement
",$39.96,Strategy ,213,7.22412,,,
Endeavor ,https://boardgamegeek.com/boardgame/33160/endeavor,401,2009,9474,7.38261,7.04614,1.22633,2.9089,757,23604,11,3,5,4,5.0,239,90,90,Strategy ,265,7.13068,"Area Majority / Influence
Hand Management
Open Drafting
Set Collection
Tech Trees / Tech Tracks
",$70.96,,,,,,
Smartphone Inc. ,https://boardgamegeek.com/boardgame/246684/smartphone-inc,402,2018,5822,7.59152,7.04579,1.21457,2.7616,151,14354,4,3,5,5,5.0,111,60,90,Strategy ,243,7.16252,"Action Queue
Area Majority / Influence
Layering
Network and Route Building
Simultaneous Action Selection
Solo / Solitaire Game
",$57.32,,,,,,
Project L ,https://boardgamegeek.com/boardgame/260180/project-l,403,2020,7886,7.48655,7.04873,1.12405,1.5614,171,43264,5,1,4,2,3.0,104,20,40,Abstract ,12,7.25944,"Action Points
Open Drafting
Pattern Building
Resource Queue
Tile Placement
",$34.72,Family ,75,7.14395,,,
King of Tokyo ,https://boardgamegeek.com/boardgame/70323/king-tokyo,404,2011,68719,7.13963,7.04073,1.32535,1.4877,2762,349407,24,3,6,4,5.0,987,30,30,Family ,110,7.02889,"Dice Rolling
Die Icon Resolution
King of the Hill
Open Drafting
Player Elimination
Push Your Luck
",$26.49,,,,,,
Ticket to Ride: Märklin ,https://boardgamegeek.com/boardgame/21348/ticket-ride-marklin,405,2006,9127,7.41152,7.04015,1.24754,2.2427,853,16591,5,2,5,4,4.0,103,30,60,Strategy ,284,7.09995,"Hand Management
Network and Route Building
Open Drafting
Point to Point Movement
Set Collection
",Unknown,Family ,82,7.12537,,,
Here I Stand ,https://boardgamegeek.com/boardgame/17392/here-i-stand,406,2006,3867,7.88254,7.04024,1.76753,4.1838,517,6690,5,3,3,6,6.0,181,180,360,War ,17,7.70043,"Campaign / Battle Card Driven
Dice Rolling
Events
Hand Management
Movement Points
Point to Point Movement
",Unknown,,,,,,
Bruxelles 1893 ,https://boardgamegeek.com/boardgame/144592/bruxelles-1893,407,2013,5424,7.61535,7.03604,1.24682,3.5935,337,13458,4,2,5,4,4.0,125,50,125,Strategy ,238,7.16611,"Area Majority / Influence
Auction/Bidding
Modular Board
Open Drafting
Worker Placement
",Unknown,,,,,,
In the Year of the Dragon ,https://boardgamegeek.com/boardgame/31594/year-dragon,408,2007,11896,7.30365,7.03578,1.35477,3.0904,962,31759,6,2,5,4,5.0,274,75,100,Strategy ,283,7.10367,"Action Drafting
Events
Hand Management
Turn Order: Stat-Based
Variable Set-up
",$22.99,,,,,,
Azul: Stained Glass of Sintra ,https://boardgamegeek.com/boardgame/256226/azul-stained-glass-sintra,409,2018,12910,7.319,7.03314,1.18914,2,253,48330,4,2,4,3,3.0,126,30,45,Abstract ,16,7.14882,"End Game Bonuses
Modular Board
Open Drafting
Pattern Building
Set Collection
Tile Placement
",$34.98,Family ,92,7.09432,,,
