Title,Link,Rank,YearPublished,UsersRated,AverageRating,Baverage,StandardDeviation,AverageWeight,NumberOfWeights,NumberOfPlays,NumAwards,PCountRecomm_min,PCountRecomm_max,PCountBest_min,PCountBest_max,PCount_votes,MinPlayTime,MaxPlayTime,Category_1,RankCategory_1,ScoreCategory_1,Category_2,RankCategory_2,ScoreCategory_2,Mechanics,AmazonPrice
Dice Throne: Season Two – Battle Chest ,https://boardgamegeek.com/boardgame/244271/dice-throne-season-two-battle-chest,301,2018,4237,8.08406,7.16397,1.3648,2.1389,72,15004,0,2,4,2,2,47,20,40,Family ,44,7.30979,,,,"Dice Rolling
Take That
Team-Based Game
Variable Player Powers
",$199.32 
Age of Empires III: The Age of Discovery ,https://boardgamegeek.com/boardgame/22545/age-empires-iii-age-discovery,302,2007,10211,7.51433,7.15882,1.36686,3.1258,1057,21984,10,3,5,4,5,329,90,120,Strategy ,208,7.23422,,,,"Area Majority / Influence
Set Collection
Turn Order: Claim Action
Worker Placement
Worker Placement, Different Worker Types
",$219.95 
Telestrations ,https://boardgamegeek.com/boardgame/46213/telestrations,303,2009,17253,7.38442,7.15694,1.38362,1.0683,439,67044,16,5,8,8,8,209,30,30,Party ,15,7.23913,,,,"Drawing
Paper-and-Pencil
",$31.99 
Space Alert ,https://boardgamegeek.com/boardgame/38453/space-alert,304,2008,15904,7.39785,7.15582,1.57436,2.9692,811,63994,10,3,5,4,5,348,30,30,Thematic,86,7.20422,,,,"Action Queue
Area Movement
Cooperative Game
Elapsed Real Time Ending
Hand Management
Real-Time
",$66.12 
Onitama ,https://boardgamegeek.com/boardgame/160477/onitama,305,2014,21234,7.35523,7.1557,1.24078,1.6589,343,103126,6,2,2,2,2,132,15,20,Abstract ,18,7.12946,,,,"Grid Movement
Hand Management
Pattern Movement
Square Grid
Static Capture
",$29.99 
Return to Dark Tower ,https://boardgamegeek.com/boardgame/256680/return-dark-tower,306,2022,3474,8.29541,7.15454,1.4746,2.6413,92,11280,7,1,4,4,4,73,100,120,Thematic,37,7.49383,,,,"Area Movement
Cooperative Game
Events
Push Your Luck
Random Production
Scenario / Mission / Campaign Game
",$279.99 
Nemo's War (Second Edition) ,https://boardgamegeek.com/boardgame/187617/nemos-war-second-edition,307,2017,5078,7.85618,7.15345,1.34696,3.2647,238,13118,3,1,1,1,1,158,60,120,Thematic,48,7.40593,,,,"Action Points
Area Majority / Influence
Area Movement
Cooperative Game
Dice Rolling
Push Your Luck
",$40.00 
Oath: Chronicles of Empire & Exile ,https://boardgamegeek.com/boardgame/291572/oath-chronicles-empire-and-exile,308,2021,6295,7.82317,7.15307,1.79508,4.1027,526,14031,11,3,5,4,4,215,45,150,Thematic,82,7.21996,Strategy ,206,7.23476,"Action Points
Area Majority / Influence
Area Movement
Dice Rolling
Hand Management
Negotiation
",$88.19 
Oath: Chronicles of Empire & Exile ,https://boardgamegeek.com/boardgame/291572/oath-chronicles-empire-exile,309,2021,6295,7.82317,7.15307,1.79508,4.1027,526,14031,11,3,5,4,4,215,45,150,Thematic,82,7.21996,Strategy ,206,7.23476,"Action Points
Area Majority / Influence
Area Movement
Dice Rolling
Hand Management
Negotiation
",$88.19 
Bitoku ,https://boardgamegeek.com/boardgame/323612/bitoku,310,2021,5106,7.86715,7.15034,1.3277,3.7195,303,14190,9,1,4,3,3,153,120,120,Strategy ,189,7.27989,,,,"Deck, Bag, and Pool Building
End Game Bonuses
Hand Management
Income
Set Collection
Solo / Solitaire Game
",$56.50 
Fury of Dracula (Third/Fourth Edition) ,https://boardgamegeek.com/boardgame/181279/fury-dracula-thirdfourth-edition,311,2015,14226,7.43842,7.14989,1.43802,3.2787,348,17705,1,2,5,3,3,251,120,180,Thematic,80,7.22177,,,,"Card Play Conflict Resolution
Hand Management
Hidden Movement
Point to Point Movement
Resource to Move
Rock-Paper-Scissors
",$129.99 
Imperial Settlers ,https://boardgamegeek.com/boardgame/154203/imperial-settlers,312,2014,24002,7.32708,7.14974,1.30629,2.7679,896,85570,16,1,4,2,2,494,45,90,Strategy ,238,7.16404,,,,"Closed Drafting
Contracts
End Game Bonuses
Hand Management
Income
Open Drafting
",$33.95 
Glass Road ,https://boardgamegeek.com/boardgame/143693/glass-road,313,2013,11235,7.44981,7.14679,1.21007,2.9514,555,41881,4,1,4,2,2,272,20,80,Strategy ,215,7.22086,,,,"Automatic Resource Growth
End Game Bonuses
Follow
Once-Per-Game Abilities
Open Drafting
Set Collection
",$116.41 
Summoner Wars: Master Set ,https://boardgamegeek.com/boardgame/93260/summoner-wars-master-set,314,2011,10948,7.48439,7.14174,1.48326,2.5223,404,31758,3,2,2,2,2,112,30,60,Customizable,18,7.26564,Strategy ,232,7.17799,"Deck Construction
Dice Rolling
Grid Movement
Hand Management
Stat Check Resolution
Variable Player Powers
",$219.95 
Kemet: Blood and Sand ,https://boardgamegeek.com/boardgame/297562/kemet-blood-and-sand,315,2021,4065,8.01086,7.1412,1.31161,3.2328,116,6328,0,2,5,4,4,82,90,120,Strategy ,182,7.29033,,,,"Action Points
Area Majority / Influence
Area Movement
Card Play Conflict Resolution
Hand Management
Open Drafting
",$89.99 
Imperial 2030 ,https://boardgamegeek.com/boardgame/54138/imperial-2030,316,2009,6674,7.65311,7.14017,1.47618,3.5064,391,10675,2,3,6,4,4,179,120,180,Strategy ,203,7.25524,,,,"Area Majority / Influence
Area Movement
Investment
Ownership
Rondel
Stock Holding
",$67.75 
Aeon's End: The New Age ,https://boardgamegeek.com/boardgame/270633/aeons-end-new-age,317,2019,2503,8.54857,7.13864,1.20965,2.95,60,13236,0,1,4,2,2,60,60,60,Strategy ,156,7.35096,,,,"Cooperative Game
Deck, Bag, and Pool Building
Hand Management
Open Drafting
Variable Phase Order
Variable Player Powers
",$48.90 
The King's Dilemma ,https://boardgamegeek.com/boardgame/245655/kings-dilemma,318,2019,5394,7.7975,7.13809,1.63819,2.2639,144,37541,7,4,5,5,5,133,45,60,Thematic,55,7.34803,,,,"Bias
Bribery
End Game Bonuses
Legacy Game
Storytelling
Voting
",$59.99 
Arkham Horror (Third Edition) ,https://boardgamegeek.com/boardgame/257499/arkham-horror-third-edition,319,2018,8698,7.69652,7.13567,1.54036,3.3495,289,23641,2,1,4,3,3,220,120,180,Thematic,71,7.26785,,,,"Cooperative Game
Dice Rolling
Modular Board
Point to Point Movement
Stat Check Resolution
Variable Player Powers
",$55.37 
Runewars ,https://boardgamegeek.com/boardgame/59294/runewars,320,2010,8304,7.61371,7.13538,1.51995,3.791,646,11510,5,2,4,4,4,242,180,240,Thematic,68,7.28183,Strategy ,223,7.2023,"Area Majority / Influence
Auction/Bidding
Grid Movement
Hexagon Grid
Modular Board
Simultaneous Action Selection
",Unknown
Alien Frontiers ,https://boardgamegeek.com/boardgame/48726/alien-frontiers,321,2010,15099,7.36549,7.13356,1.31701,2.5667,854,41777,5,2,4,3,4,314,90,90,Strategy ,233,7.17474,,,,"Area Majority / Influence
Dice Rolling
Open Drafting
Worker Placement with Dice Workers
",$85.98 
Heaven & Ale ,https://boardgamegeek.com/boardgame/227789/heaven-ale,322,2017,8324,7.54586,7.13352,1.17216,3.2043,279,26928,11,2,4,4,4,174,60,90,Strategy ,211,7.22575,,,,"Grid Coverage
Highest-Lowest Scoring
Once-Per-Game Abilities
Rondel
Tile Placement
Track Movement
",$114.27 
Century: Spice Road ,https://boardgamegeek.com/boardgame/209685/century-spice-road,323,2017,24486,7.31332,7.13332,1.22712,1.7973,597,110591,14,2,5,3,4,294,30,45,Family ,65,7.16282,,,,"Action Retrieval
Auction: Dutch
Contracts
Deck, Bag, and Pool Building
Hand Management
Increase Value of Unchosen Resources
",$39.99 
Tikal ,https://boardgamegeek.com/boardgame/54/tikal,324,1999,19817,7.32868,7.1327,1.19258,2.7824,1558,37240,6,2,4,4,4,324,90,90,Strategy ,242,7.15918,,,,"Action Points
Area Majority / Influence
Auction/Bidding
Grid Movement
Hexagon Grid
Layering
",$56.42 
Mind MGMT: The Psychic Espionage “Game.” ,https://boardgamegeek.com/boardgame/284653/mind-mgmt-psychic-espionage-game,325,2021,4104,7.99824,7.1319,1.28127,2.901,101,15616,4,1,5,2,3,146,45,75,Strategy ,188,7.28023,,,,"Deduction
Grid Movement
Hidden Movement
Paper-and-Pencil
Point to Point Movement
Team-Based Game
",$59.59 
Survive: Escape from Atlantis! ,https://boardgamegeek.com/boardgame/2653/survive-escape-atlantis,326,1982,25235,7.31498,7.13187,1.19918,1.6942,1030,73177,2,2,4,4,4,406,45,60,Family ,69,7.15485,,,,"Action Points
Dice Rolling
Grid Movement
Hexagon Grid
Map Reduction
Memory
",$39.99 
Bruges ,https://boardgamegeek.com/boardgame/136888/bruges,327,2013,11510,7.42436,7.1294,1.27526,2.7491,550,42040,14,2,4,3,3,176,60,60,Strategy ,225,7.19753,,,,"Dice Rolling
Hand Management
",Unknown
Love Letter ,https://boardgamegeek.com/boardgame/129622/love-letter,328,2012,65845,7.22448,7.12844,1.34756,1.1865,2805,357812,26,3,4,4,4,1083,20,20,Family ,82,7.11904,,,,"Deduction
Hand Management
Player Elimination
Score-and-Reset Game
Take That
",$19.78 
Tiny Epic Galaxies ,https://boardgamegeek.com/boardgame/163967/tiny-epic-galaxies,329,2015,19937,7.34132,7.12788,1.20472,2.1516,508,66201,3,1,4,3,3,294,30,45,Strategy ,267,7.126,,,,"Contracts
Dice Rolling
End Game Bonuses
Follow
Open Drafting
Re-rolling and Locking
",$31.99 
For Sale ,https://boardgamegeek.com/boardgame/172/sale,330,1997,29739,7.24893,7.1268,1.15603,1.2527,1694,187242,2,3,6,5,5,420,30,30,Family ,68,7.15785,,,,"Auction: Sealed Bid
Auction: Turn Order Until Pass
Auction/Bidding
Hand Management
Selection Order Bid
",$26.43 
Exit: The Game – The Abandoned Cabin ,https://boardgamegeek.com/boardgame/203420/exit-game-abandoned-cabin,331,2016,11117,7.43632,7.12608,1.32891,2.5536,168,9971,4,1,4,2,2,167,60,120,Thematic,74,7.24611,,,,"Cooperative Game
",$14.99 
Lost Cities ,https://boardgamegeek.com/boardgame/50/lost-cities,332,1999,44905,7.22703,7.1257,1.26735,1.4814,3093,336380,8,2,2,2,2,418,30,30,Family ,74,7.1434,,,,"Hand Management
Melding and Splaying
Ordering
Push Your Luck
Score-and-Reset Game
Set Collection
",$20.38 
Antiquity ,https://boardgamegeek.com/boardgame/13122/antiquity,333,2004,4384,7.85721,7.12569,1.52513,4.3202,406,8976,1,2,4,2,3,104,120,180,Strategy ,179,7.29737,,,,"Grid Coverage
Hexagon Grid
Modular Board
Square Grid
Tile Placement
Trading
",Unknown
Acquire ,https://boardgamegeek.com/boardgame/5/acquire,334,1963,19961,7.3368,7.12384,1.33725,2.4994,1650,42458,2,3,6,4,4,353,90,90,Strategy ,257,7.1382,,,,"Hand Management
Investment
Market
Square Grid
Stock Holding
Tile Placement
",$44.97 
Bunny Kingdom ,https://boardgamegeek.com/boardgame/184921/bunny-kingdom,335,2017,11984,7.43481,7.1234,1.23976,2.3042,240,48661,4,2,4,4,4,197,40,60,Strategy ,235,7.16664,Family ,59,7.19341,"Area Majority / Influence
Closed Drafting
End Game Bonuses
Grid Coverage
Square Grid
",$51.99 
Destinies ,https://boardgamegeek.com/boardgame/285192/destinies,336,2021,7524,7.76568,7.12185,1.52282,1.8952,210,18103,10,1,3,2,2,171,90,150,Thematic,69,7.2794,,,,"Dice Rolling
Map Addition
Role Playing
Solo / Solitaire Game
Storytelling
Tile Placement
",$46.99 
Burgle Bros. ,https://boardgamegeek.com/boardgame/172081/burgle-bros,337,2015,11060,7.44851,7.12155,1.19464,2.309,288,41525,5,1,4,3,3,197,45,90,Thematic,89,7.18626,Family ,61,7.18617,"Action Points
Cooperative Game
Dice Rolling
Grid Movement
Map Addition
Modular Board
",Unknown
Awkward Guests: The Walton Case ,https://boardgamegeek.com/boardgame/188866/awkward-guests-walton-case,338,2016,7629,7.59403,7.12063,1.30402,2.3273,165,25756,1,2,6,4,4,194,45,75,Family ,57,7.22116,,,,"Deduction
Hand Management
Trading
",$57.50 
The Great Zimbabwe ,https://boardgamegeek.com/boardgame/111341/great-zimbabwe,339,2012,4580,7.82938,7.12063,1.49461,3.688,250,16604,0,2,5,4,4,125,90,150,Strategy ,185,7.28411,,,,"Auction/Bidding
Mancala
Modular Board
Network and Route Building
Open Drafting
Tile Placement
",$130.65 
Dead of Winter: The Long Night ,https://boardgamegeek.com/boardgame/193037/dead-winter-long-night,340,2016,9684,7.54096,7.11727,1.39215,3.3529,187,10750,3,3,5,4,4,113,60,120,Thematic,79,7.22734,,,,"Action Points
Area Movement
Cooperative Game
Dice Rolling
Hand Management
Push Your Luck
",$64.95 
Long Shot: The Dice Game ,https://boardgamegeek.com/boardgame/295374/long-shot-dice-game,341,2022,5931,7.67876,7.11648,1.15035,1.916,119,23521,3,1,8,4,6,114,25,25,Family ,54,7.24799,,,,"Betting and Bluffing
Dice Rolling
End Game Bonuses
Paper-and-Pencil
Solo / Solitaire Game
Victory Points as a Resource
",Unknown
Small World ,https://boardgamegeek.com/boardgame/40692/small-world,342,2009,69888,7.21459,7.11526,1.29896,2.3483,3428,159842,30,2,5,4,4,1039,40,80,Strategy ,300,7.08137,Family ,87,7.10824,"Area Majority / Influence
Area Movement
Dice Rolling
Hidden Victory Points
Increase Value of Unchosen Resources
Variable Player Powers
",Unknown
Above and Below ,https://boardgamegeek.com/boardgame/172818/above-and-below,343,2015,15690,7.37175,7.11498,1.26972,2.5242,414,34205,9,2,4,3,3,181,90,90,Thematic,109,7.13868,,,,"Action Points
Dice Rolling
Narrative Choice / Paragraph
Set Collection
Storytelling
Trading
",$37.49 
Arboretum ,https://boardgamegeek.com/boardgame/140934/arboretum,344,2015,19533,7.30561,7.11372,1.24546,2.1355,561,72442,5,2,4,2,2,346,30,30,Family ,71,7.15357,,,,"Hand Management
Pattern Building
Set Collection
Tile Placement
",$19.95 
Bonfire ,https://boardgamegeek.com/boardgame/304420/bonfire,345,2020,6026,7.68373,7.11111,1.24508,3.637,303,19476,5,1,4,3,3,153,70,100,Strategy ,209,7.22849,,,,"Market
Pattern Building
Point to Point Movement
Set Collection
Solo / Solitaire Game
Tile Placement
",$50.95 
Merchants & Marauders ,https://boardgamegeek.com/boardgame/25292/merchants-marauders,346,2010,14015,7.39406,7.10893,1.48484,3.2453,848,24809,6,2,4,4,4,328,180,180,Thematic,93,7.18009,,,,"Action Points
Area Movement
Bias
Dice Rolling
Events
Pick-up and Deliver
",$64.99 
Nusfjord ,https://boardgamegeek.com/boardgame/234277/nusfjord,347,2017,6123,7.64281,7.10884,1.19088,2.8389,211,30356,3,1,5,1,1,174,20,100,Strategy ,213,7.22456,,,,"Worker Placement
",Unknown
The King Is Dead: Second Edition ,https://boardgamegeek.com/boardgame/319966/king-dead-second-edition,348,2020,6072,7.6674,7.1082,1.16194,2.1193,176,16651,1,2,4,3,3,164,30,45,Strategy ,216,7.22032,,,,"Area Majority / Influence
Campaign / Battle Card Driven
Communication Limits
Hand Management
Map Reduction
Team-Based Game
",$37.31 
Lords of Hellas ,https://boardgamegeek.com/boardgame/222509/lords-hellas,349,2018,7083,7.68712,7.10819,1.48175,3.3362,229,12433,2,2,4,4,4,148,60,90,Strategy ,227,7.18906,,,,"Area Majority / Influence
Area Movement
Card Play Conflict Resolution
Dice Rolling
Hand Management
Open Drafting
",$69.95 
BattleLore: Second Edition ,https://boardgamegeek.com/boardgame/146439/battlelore-second-edition,350,2013,6301,7.6827,7.10814,1.35865,2.702,302,13665,4,2,2,2,2,81,45,90,War ,60,7.35419,,,,"Campaign / Battle Card Driven
Command Cards
Dice Rolling
Grid Movement
Modular Board
Secret Unit Deployment
",Unknown
Neuroshima Hex! 3.0 ,https://boardgamegeek.com/boardgame/21241/neuroshima-hex-30,351,2006,14822,7.39189,7.10673,1.39684,2.614,873,72529,2,2,4,2,2,372,30,30,Strategy ,268,7.12478,,,,"Area Majority / Influence
Connections
Grid Movement
Hand Management
Hexagon Grid
Line of Sight
",$38.36 
Dungeon Lords ,https://boardgamegeek.com/boardgame/45315/dungeon-lords,352,2009,13803,7.36383,7.10649,1.43432,3.5674,950,24815,11,2,4,4,4,317,90,90,Strategy ,246,7.15615,,,,"Action Queue
Hand Management
Simultaneous Action Selection
Tile Placement
Worker Placement
",$91.60 
Tekhenu: Obelisk of the Sun ,https://boardgamegeek.com/boardgame/297030/tekhenu-obelisk-sun,353,2020,5469,7.72833,7.10437,1.30896,4.0636,440,15888,2,1,4,3,3,170,60,120,Strategy ,207,7.23462,,,,"Action Drafting
Income
Open Drafting
Pattern Building
Turn Order: Stat-Based
Variable Set-up
",$54.95 
Chinatown ,https://boardgamegeek.com/boardgame/47/chinatown,354,1999,10928,7.42291,7.10407,1.34618,2.2477,541,22263,3,4,5,5,5,183,60,60,Strategy ,245,7.15678,Family ,63,7.17316,"Enclosure
Income
Investment
Negotiation
Set Collection
Tile Placement
",Unknown
Bärenpark ,https://boardgamegeek.com/boardgame/219513/barenpark,355,2017,18068,7.30526,7.10389,1.08716,1.6586,413,81650,11,2,4,4,4,220,30,45,Family ,70,7.15366,,,,"Grid Coverage
Open Drafting
Set Collection
Tile Placement
",$42.74 
Tiletum ,https://boardgamegeek.com/boardgame/351913/tiletum,356,2022,3992,7.96516,7.10384,1.17993,3.4175,206,12333,3,1,3,2,3,179,60,100,Strategy ,194,7.27081,,,,"Action Points
Contracts
Dice Rolling
End Game Bonuses
Point to Point Movement
Set Collection
",$59.99 
Mission: Red Planet (Second Edition) ,https://boardgamegeek.com/boardgame/176920/mission-red-planet-second-edition,357,2015,11083,7.41344,7.10338,1.18482,2.2113,265,21564,0,3,6,4,4,169,45,90,Strategy ,241,7.16059,,,,"Action Retrieval
Area Majority / Influence
Area Movement
Hand Management
Simultaneous Action Selection
Take That
",$26.99 
Sid Meier's Civilization: The Board Game ,https://boardgamegeek.com/boardgame/77130/sid-meiers-civilization-board-game,358,2010,15693,7.37728,7.10281,1.5031,3.8973,1139,22791,10,2,4,4,4,359,120,240,Strategy ,261,7.1328,,,,"Deck, Bag, and Pool Building
Grid Movement
Hand Management
Modular Board
Open Drafting
Rock-Paper-Scissors
",Unknown
Letters from Whitechapel ,https://boardgamegeek.com/boardgame/59959/letters-whitechapel,359,2011,15755,7.35283,7.10079,1.36101,2.6409,646,26850,1,2,6,2,2,420,90,90,Thematic,110,7.13125,Strategy ,274,7.11908,"Hidden Movement
Memory
Point to Point Movement
Secret Unit Deployment
Team-Based Game
",$81.49 
Dixit ,https://boardgamegeek.com/boardgame/39856/dixit,360,2008,62279,7.20813,7.09845,1.38476,1.2005,2289,167664,29,4,8,5,6,790,30,30,Party ,25,7.09158,,,,"Race
Storytelling
Targeted Clues
Voting
",$45.60 
Skull King ,https://boardgamegeek.com/boardgame/150145/skull-king,361,2013,8821,7.50763,7.09698,1.32599,1.6905,210,61406,1,3,6,5,6,153,30,30,Family ,60,7.18851,,,,"Predictive Bid
Rock-Paper-Scissors
Trick-taking
",$16.99 
Star Wars: The Deckbuilding Game ,https://boardgamegeek.com/boardgame/374173/star-wars-deckbuilding-game,362,2023,4214,7.95725,7.09547,1.1785,2.0244,123,21878,0,2,2,2,2,70,30,30,Strategy ,218,7.21074,,,,"Deck, Bag, and Pool Building
Open Drafting
Tug of War
",$24.31 
Imperium: Classics ,https://boardgamegeek.com/boardgame/318184/imperium-classics,363,2021,5791,7.72053,7.09266,1.41828,3.5629,302,25202,6,1,2,1,2,293,60,120,Strategy ,220,7.2069,,,,"Deck, Bag, and Pool Building
End Game Bonuses
Hand Management
Market
Move Through Deck
Scenario / Mission / Campaign Game
",$30.10 
Innovation ,https://boardgamegeek.com/boardgame/63888/innovation,364,2010,18010,7.29414,7.09228,1.60937,2.7614,947,132076,4,2,3,2,2,533,45,60,Strategy ,271,7.1217,,,,"Advantage Token
Hand Management
Layering
Melding and Splaying
Take That
Tech Trees / Tech Tracks
",$18.55 
Harry Potter: Hogwarts Battle ,https://boardgamegeek.com/boardgame/199042/harry-potter-hogwarts-battle,365,2016,18108,7.38065,7.09196,1.39635,2.0687,393,110741,8,2,4,2,2,328,30,60,Thematic,128,7.06107,Family ,86,7.10915,"Cooperative Game
Deck, Bag, and Pool Building
Scenario / Mission / Campaign Game
Variable Player Powers
",$34.99 
Mysterium ,https://boardgamegeek.com/boardgame/181304/mysterium,366,2015,41993,7.22983,7.09182,1.38379,1.8993,904,107129,21,3,7,5,6,437,42,42,Thematic,124,7.06945,Family ,94,7.08567,"Communication Limits
Cooperative Game
Deduction
Finale Ending
Hand Management
Pattern Recognition
",$34.99 
Takenoko ,https://boardgamegeek.com/boardgame/70919/takenoko,367,2011,43212,7.22221,7.09026,1.19567,1.9778,1533,149757,23,2,4,3,3,438,45,45,Family ,90,7.10064,,,,"Action Points
Contracts
Dice Rolling
End Game Bonuses
Grid Movement
Hexagon Grid
",$40.99 
Star Wars: Armada ,https://boardgamegeek.com/boardgame/163745/star-wars-armada,368,2015,5386,7.82389,7.08941,1.48244,3.16,225,13078,8,2,2,2,2,58,120,120,War ,52,7.38557,Thematic,62,7.2924,"Action Queue
Critical Hits and Failures
Dice Rolling
Line of Sight
Movement Template
Simulation
",$95.99 
Hannibal: Rome vs. Carthage ,https://boardgamegeek.com/boardgame/234/hannibal-rome-vs-carthage,369,1996,4970,7.78049,7.08923,1.5213,3.4547,585,7968,6,2,2,2,2,99,40,200,War ,21,7.63063,,,,"Area Majority / Influence
Campaign / Battle Card Driven
Dice Rolling
Events
Point to Point Movement
Simulation
",$89.20 
Gizmos ,https://boardgamegeek.com/boardgame/246192/gizmos,370,2018,11860,7.39079,7.08851,1.14509,2,217,72322,9,2,4,3,3,132,40,50,Family ,67,7.15996,,,,"Action Queue
Contracts
Open Drafting
",$39.99 
Ghost Stories ,https://boardgamegeek.com/boardgame/37046/ghost-stories,371,2008,21057,7.27545,7.08812,1.42236,2.9053,1045,67594,5,1,4,4,4,379,60,60,Strategy ,286,7.09716,,,,"Cooperative Game
Dice Rolling
Grid Movement
Modular Board
Move Through Deck
Solo / Solitaire Game
",$99.99 
