Title,ObjectID,Link,Rank,Year,Designers,UsersRated,AveRating,Baverage,StdDev,AveWeight,NumWeights,NumPlays,NumAwards,NumGeekLists,NumTrading,NumWanting,NumWish,NumOwned,NumComments,NumWantToPlay,NumFans,Views,PCountRecomm_min,PCountRecomm_max,PCountBest_min,PCountBest_max,PCount_votes,MinPlayTime,MaxPlayTime,Mechanics,Expansions,Categories,GameCategory_1,RankCategory_1,ScoreCategory_1,AmazonPrice,GameCategory_2,RankCategory_2,ScoreCategory_2,GameCategory_3,RankCategory_3,ScoreCategory_3
Formula Motor Racing ,635,https://boardgamegeek.com/boardgame/635/formula-motor-racing,3469,1995,['Reiner Knizia'],2025,6.41408,5.93026,1.29149,1.1801,211,7432,0,738,84,63,197,2431,731,116,58,185460,3.0,6.0,6.0,6.0,33,20,20,"['Dice Rolling', 'Hand Management', 'Relative Movement']",[],"['Card Game', 'Racing', 'Sports']",Family,1152.0,6.00118,,,,,,,
Half Truth ,287158,https://boardgamegeek.com/boardgame/287158/half-truth,3461,2020,"['Richard Garfield', 'Ken Jennings']",1022,6.8922,5.93136,1.37251,1.35,20,3923,1,217,56,46,319,2320,232,197,40,76768,2.0,6.0,4.0,6.0,11,30,45,"['Betting and Bluffing', 'Push Your Luck', 'Simultaneous Action Selection']",[],['Trivia'],Party,182.0,6.28889,,,,,,,
Ultimate Warriorz ,100679,https://boardgamegeek.com/boardgame/100679/ultimate-warriorz,3506,2011,['Guillaume Blossier'],1345,6.64345,5.92562,1.29845,1.2973,37,3392,0,423,90,41,291,1876,273,177,39,120237,3.0,8.0,4.0,5.0,12,30,30,"['Dice Rolling', 'Grid Movement', 'Hand Management', 'Player Elimination', 'Simultaneous Action Selection', 'Variable Player Powers']","['Ultimate Warriorz: Cris de Guerre', 'Ultimate Warriorz: Dice Tower Promo 2016']","['Fantasy', 'Fighting', 'Humor', 'Party Game']",Party,209.0,6.20202,,,,,,,
Throw Throw Burrito ,274533,https://boardgamegeek.com/boardgame/274533/throw-throw-burrito,3483,2019,"['Matthew Inman', 'Elan Lee', 'Brian S. Spence']",4383,6.26963,5.92809,1.63481,1.1081,74,8537,4,714,296,26,450,16631,958,321,164,227817,3.0,6.0,4.0,6.0,33,15,15,"['Real-Time', 'Set Collection', 'Take That']","['Block Block Burrito', 'Throw Throw Burrito: Battle Pack']","['Action / Dexterity', 'Card Game', 'Party Game']",Party,312.0,5.99846,19.88,,,,,,
Ghost Blitz: 5 to 12 ,148532,https://boardgamegeek.com/boardgame/148532/ghost-blitz-5-to-12,3487,2013,['Jacques Zeimet'],1068,6.94042,5.92764,1.40951,1.3143,35,3397,2,134,21,31,153,2158,227,83,34,66794,2.0,6.0,4.0,5.0,11,20,20,['Pattern Recognition'],[],"['Action / Dexterity', 'Real-time']",Party,176.0,6.3019,,,,,,,
Splito ,359878,https://boardgamegeek.com/boardgame/359878/splito,3491,2022,"['Romaric Galonnier', 'Luc Rémond']",1204,6.72775,5.92753,1.19833,1.2727,33,6367,2,131,30,52,360,2105,168,282,59,73355,3.0,8.0,5.0,6.0,21,15,20,"['Closed Drafting', 'Neighbor Scope', 'Simultaneous Action Selection']",['Splito: Goodie 42'],"['Card Game', 'Number']",Family,1085.0,6.03503,,,,,,,
Ligretto ,943,https://boardgamegeek.com/boardgame/943/ligretto,3508,1988,['Michael Michaels'],4903,6.19466,5.92521,1.63177,1.1693,313,32455,0,887,188,22,167,11035,1215,139,84,262334,3.0,4.0,4.0,4.0,62,10,10,"['Ordering', 'Pattern Building', 'Real-Time', 'Speed Matching']",[],"['Card Game', 'Real-time']",Family,1279.0,5.94161,,,,,,,
Sequoia ,305986,https://boardgamegeek.com/boardgame/305986/sequoia,3521,2020,['Chad DeShon'],1369,6.62711,5.92327,1.27666,1.3043,23,7294,0,256,59,37,311,4002,310,254,61,90647,3.0,5.0,4.0,5.0,14,10,10,"['Area Majority / Influence', 'Dice Rolling', 'Simultaneous Action Selection']","['10-Minute Games: Expansions', 'Sequoia: Expansion Pack']","['Dice', 'Environmental']",Family,1125.0,6.01631,,,,,,,
Dungeons & Dragons: Rock Paper Wizard ,207062,https://boardgamegeek.com/boardgame/207062/dungeons-and-dragons-rock-paper-wizard,3528,2016,"['Josh Cappel', 'Jay Cormier', 'Sen-Foong Lim']",1608,6.55423,5.92177,1.35567,1.3333,30,4158,0,300,81,32,348,3665,321,204,69,129153,3.0,6.0,5.0,6.0,19,30,30,"['Simultaneous Action Selection', 'Take That']","[""Dungeons & Dragons: Rock Paper Wizard – Bigby's Hand"", 'Dungeons & Dragons: Rock Paper Wizard – Fistful of Monsters', 'Dungeons & Dragons: Rock Paper Wizard – Levitate']",['Fantasy'],Party,238.0,6.1525,21.44,,,,,,
12 Days ,130899,https://boardgamegeek.com/boardgame/130899/12-days,3530,2011,"['James Ernest', 'Mike Selinker']",1586,6.53443,5.92129,1.17123,1.2059,68,6290,0,404,70,35,283,3578,473,131,55,115086,3.0,5.0,4.0,5.0,26,15,15,"['Auction / Bidding', 'Set Collection']",[],"['Card Game', 'Print & Play']",Family,1124.0,6.01718,,,,,,,
Don't L.L.A.M.A. Dice ,325853,https://boardgamegeek.com/boardgame/325853/dont-llama-dice,3561,2021,['Reiner Knizia'],1453,6.56866,5.91694,1.38222,1.1429,28,9067,0,204,53,62,282,3177,285,205,41,88905,3.0,6.0,4.0,4.0,25,20,20,"['Dice Rolling', 'Push Your Luck']",[],['Dice'],Family,1122.0,6.01776,17.97,,,,,,
Go Cuckoo! ,192547,https://boardgamegeek.com/boardgame/192547/go-cuckoo,3569,2016,"['Josep M. Allué', 'Víktor Bautista i Roca']",1244,6.6799,5.91483,1.34148,1.0,20,6112,5,210,54,39,315,2278,235,144,37,82099,2.0,5.0,4.0,4.0,12,10,15,['Stacking and Balancing'],[],"['Action / Dexterity', ""Children's Game"", 'Party Game']",Family,1120.0,6.01904,,,,,,,
Dancing Eggs ,8924,https://boardgamegeek.com/boardgame/8924/dancing-eggs,3604,2003,['Roberto Fraga'],2405,6.30789,5.91106,1.44536,1.0482,166,9344,5,774,117,72,388,4093,786,189,34,185260,3.0,4.0,4.0,4.0,32,10,10,['Dice Rolling'],[],"['Action / Dexterity', ""Children's Game"", 'Dice', 'Humor', 'Party Game']",Children's,96.0,6.19536,26.51,Party,266.0,6.08204,,,
Tales & Games: The Three Little Pigs ,135649,https://boardgamegeek.com/boardgame/135649/tales-and-games-the-three-little-pigs,3588,2013,['Laurent Pouchain'],1961,6.4182,5.91241,1.20745,1.1884,69,8193,9,607,120,43,276,3680,474,127,59,138662,2.0,5.0,4.0,4.0,25,20,20,"['Dice Rolling', 'Push Your Luck', 'Take That']",['Tales & Games: The Three Little Pigs – Bonus Card'],"['Animals', ""Children's Game"", 'Dice', 'Novel-based']",Children's,79.0,6.26279,,Family,1169.0,5.99291,,,
Pairs ,152237,https://boardgamegeek.com/boardgame/152237/pairs,3589,2014,"['James Ernest', 'Paul Peterson', 'Heinrich Glumpler']",2390,6.32915,5.91234,1.47831,1.1346,104,26060,1,877,136,38,227,6284,818,205,69,170486,3.0,8.0,5.0,6.0,23,15,15,"['Push Your Luck', 'Score-and-Reset Game', 'Single Loser Game']",[],['Card Game'],Family,1199.0,5.97438,9.99,,,,,,
Catch Phrase! ,2582,https://boardgamegeek.com/boardgame/2582/catch-phrase,3605,1994,['Craig Clark Williamson'],2567,6.34728,5.91076,1.54673,1.1429,168,9328,0,493,78,13,92,3871,794,41,26,263141,4.0,4.0,6.0,6.0,26,30,30,['Hot Potato'],[],"['Party Game', 'Word Game']",Party,278.0,6.0618,48.65,,,,,,
Spooky Stairs ,12346,https://boardgamegeek.com/boardgame/12346/spooky-stairs,3595,2003,['Michelle Schanen'],1944,6.42327,5.91161,1.41438,1.0949,137,11927,12,544,75,88,345,3476,575,152,44,173372,3.0,4.0,4.0,4.0,32,10,15,"['Memory', 'Roll / Spin and Move']",['Geistertreppe: Flaschengeist'],"[""Children's Game"", 'Fantasy', 'Memory']",Children's,75.0,6.28229,,,,,,,
King of 12 ,302917,https://boardgamegeek.com/boardgame/302917/king-of-12,3612,2020,['Rita Modl'],1454,6.58017,5.90964,1.34449,1.3636,44,5025,1,167,83,47,418,3243,228,297,64,99542,3.0,4.0,4.0,4.0,44,20,40,"['Auction', 'Dice Rolling', 'Score-and-Reset Game', 'Simultaneous Action Selection']","['King of 12: die Arbeiterin, die Druidin & der Geduldige promo cards', 'King of 12: The Faun & The Collector', 'King of 12: Turnierspiel Promo']","['Bluffing', 'Card Game', 'Fantasy']",Family,1151.0,6.00124,19.36,,,,,,
Kobayakawa ,142325,https://boardgamegeek.com/boardgame/142325/kobayakawa,3619,2013,['Jun Sasaki'],2211,6.33784,5.90892,1.37867,1.1798,89,7260,1,559,112,60,448,3398,566,338,76,201175,3.0,6.0,5.0,5.0,26,15,15,['Betting and Bluffing'],[],"['Card Game', 'Deduction', 'Number']",Party,255.0,6.10414,,Family,1193.0,5.9799,,,
Cover Your Assets ,121193,https://boardgamegeek.com/boardgame/121193/cover-your-assets,3601,2011,"['Brent Beck', 'Jeffrey Beck']",2145,6.44526,5.91128,1.60805,1.1346,52,11278,0,328,111,29,252,5655,431,154,89,173033,3.0,6.0,4.0,5.0,22,20,40,"['Hand Management', 'Set Collection', 'Take That']",[],"['Card Game', 'Economic']",Family,1215.0,5.96887,16.99,,,,,,
Wordsy ,208480,https://boardgamegeek.com/boardgame/208480/wordsy,3639,2017,['Gil Hova'],904,6.90615,5.90526,1.24479,1.4,20,4948,2,370,48,31,217,1705,242,190,37,73529,2.0,6.0,4.0,5.0,8,20,20,"['Paper-and-Pencil', 'Real-Time', 'Solo / Solitaire Game', 'Spelling']",[],"['Real-time', 'Word Game']",,,,,,,,,,
Blockbuster ,272438,https://boardgamegeek.com/boardgame/272438/blockbuster,3645,2019,[],1588,6.56205,5.9049,1.50895,1.0476,21,3408,0,222,80,19,268,5022,350,161,50,129532,6.0,10.0,6.0,6.0,9,30,60,"['Acting', 'Team-Based Game']",[],"['Movies / TV / Radio theme', 'Party Game', 'Trivia']",Party,246.0,6.1331,25.0,,,,,,
KLASK 4 ,270131,https://boardgamegeek.com/boardgame/270131/klask-4,3646,2019,['Mikkel Bertelsen'],580,7.42927,5.90489,1.3253,1.1429,7,7393,0,94,14,58,297,899,101,150,30,73366,4.0,4.0,4.0,4.0,6,10,10,"['Real-Time', 'Slide / Push']",[],"['Action / Dexterity', 'Real-time']",Party,142.0,6.39768,99.99,,,,,,
Cheeky Monkey ,29773,https://boardgamegeek.com/boardgame/29773/cheeky-monkey,3660,2007,['Reiner Knizia'],1228,6.64088,5.90359,1.30444,1.1443,97,10543,2,473,35,74,234,1541,441,102,24,132956,3.0,6.0,4.0,5.0,32,15,15,"['Push Your Luck', 'Set Collection']",[],"['Animals', ""Children's Game""]",Family,1136.0,6.00961,,,,,,,
Nacht der Magier ,19996,https://boardgamegeek.com/boardgame/19996/nacht-der-magier,3694,2005,"['Kirsten Becker', 'Jens-Peter Schliemann']",1196,6.63665,5.89834,1.32215,1.115,113,4837,15,556,65,112,364,1758,444,141,26,133623,3.0,4.0,4.0,4.0,19,10,20,"['Push Your Luck', 'Slide / Push']",[],"['Action / Dexterity', ""Children's Game"", 'Fantasy']",Children's,46.0,6.48773,,Family,1146.0,6.00298,,,
Quartz ,172881,https://boardgamegeek.com/boardgame/172881/quartz,3689,2015,"['Sérgio Halaban', 'André Zatz']",1057,6.96865,5.89942,1.51047,1.2424,33,4355,0,278,35,42,328,2004,193,165,87,138230,3.0,5.0,4.0,5.0,15,45,60,"['Push Your Luck', 'Set Collection', 'Take That']",['Quartz: Promo Pack 1'],['Fantasy'],Party,254.0,6.10433,225.0,,,,,,
Who Did It? ,241491,https://boardgamegeek.com/boardgame/241491/who-did-it,3719,2018,['Jonathan Favre-Godal'],1593,6.55361,5.89471,1.54209,1.0256,39,9577,6,114,30,13,162,3512,261,97,50,97382,3.0,6.0,4.0,5.0,22,15,15,"['Memory', 'Single Loser Game']","['Who did it?: Kangaroo Promo Cards', 'Who did it?: Mammoth Promo Cards']","['Animals', 'Card Game', ""Children's Game"", 'Memory']",Family,1197.0,5.97584,,,,,,,
Mind Up! ,377515,https://boardgamegeek.com/boardgame/377515/mind-up,3708,2023,['Maxime Rambourg'],1064,6.75286,5.89663,1.25965,1.1739,23,6750,0,126,20,53,305,1803,170,223,51,56957,3.0,6.0,4.0,4.0,16,15,20,"['Hand Management', 'Simultaneous Action Selection']",[],"['Card Game', 'Number']",Family,1147.0,6.00269,,,,,,,
String Railway ,76674,https://boardgamegeek.com/boardgame/76674/string-railway,3760,2009,['Hisashi Hayashi'],2037,6.30911,5.88772,1.3201,1.434,106,4342,2,921,136,136,582,2965,557,342,59,173947,3.0,5.0,4.0,4.0,29,30,30,"['Modular Board', 'Network and Route Building']",[],"['Territory Building', 'Trains']",Family,1243.0,5.95899,,,,,,,
Time's Up! Academy ,46158,https://boardgamegeek.com/boardgame/46158/times-up-academy,3786,2009,['Peter Sarrett'],588,7.34897,5.88447,1.49501,1.0952,21,2156,0,51,6,13,88,1269,87,38,8,28859,4.0,10.0,6.0,6.0,11,30,30,"['Acting', 'Communication Limits', 'Memory', 'Team-Based Game']","[""Time's Up! La Recharge: 2012""]","['Humor', 'Party Game']",Party,149.0,6.36006,,,,,,,
Duos ,181329,https://boardgamegeek.com/boardgame/181329/duos,3774,2015,['Johannes Schmidauer-König'],778,6.98121,5.88594,1.26495,1.3125,16,6751,0,224,16,86,269,1127,190,147,33,70942,4.0,4.0,4.0,4.0,22,30,30,"['Contracts', 'Open Drafting', 'Set Collection', 'Team-Based Game']",[],['Card Game'],Family,1145.0,6.00351,24.99,,,,,,
Chicken! ,371535,https://boardgamegeek.com/boardgame/371535/chicken,3775,2023,['Scott Almes'],1191,6.69938,5.88576,1.55275,1.0968,31,9093,2,169,38,25,334,2799,294,178,108,83445,2.0,6.0,4.0,4.0,15,10,20,"['Dice Rolling', 'Push Your Luck']",['Chicken!: Eggspansion'],"['Animals', 'Dice', 'Farming', 'Party Game']",,,,,,,,,,
Timeline: Americana ,161547,https://boardgamegeek.com/boardgame/161547/timeline-americana,3814,2014,['Frédéric Henry'],1123,6.66368,5.88178,1.26266,1.12,25,4107,0,203,46,53,153,2965,207,49,16,39885,2.0,8.0,4.0,4.0,5,15,15,[],[],"['Card Game', 'Educational', 'Party Game', 'Trivia']",Party,206.0,6.20344,,Family,1186.0,5.98404,,,
Mutabo ,238094,https://boardgamegeek.com/boardgame/238094/mutabo,3830,2017,"['Kathi Kappler', 'Johann Rüttinger']",530,7.47018,5.88012,1.34641,1.0526,19,2146,0,49,7,14,207,1131,80,100,20,37561,4.0,6.0,5.0,6.0,15,25,45,"['Command Cards', 'Cooperative Game', 'Paper-and-Pencil', 'Real-Time', 'Storytelling']",[],"['Humor', 'Party Game']",Party,170.0,6.3135,,,,,,,
Impact: Battle of Elements ,246228,https://boardgamegeek.com/boardgame/246228/impact-battle-of-elements,3837,2018,['Dieter Nüßle'],1134,6.67624,5.87875,1.46793,1.0238,42,21147,0,104,22,33,189,1863,206,112,49,84009,2.0,5.0,4.0,4.0,21,15,15,"['Dice Rolling', 'Player Elimination']",[],['Dice'],Party,241.0,6.14509,,,,,,,
Exploding Kittens ,172225,https://boardgamegeek.com/boardgame/172225/exploding-kittens,3832,2015,"['Matthew Inman', 'Elan Lee', 'Shane Small']",37772,6.06494,5.87969,1.75408,1.0823,948,122866,2,2918,1122,66,1607,83374,5840,876,1322,1128107,3.0,5.0,4.0,5.0,395,15,15,"['Hand Management', 'Hot Potato', 'Player Elimination', 'Push Your Luck', 'Set Collection', 'Take That']","['Blackbox Press kit', 'Exploding Kittens: Barking Kittens', 'Exploding Kittens: Imploding Kittens', 'Exploding Kittens: Streaking Kittens', 'Hidden Compartment Pack: Expansion for Cards Against Humanity and Exploding Kittens', 'Zombie Kittens: Not the Full Game. Just the 22 Expansion Cards']","['Animals', 'Card Game', 'Comic Book / Strip', 'Humor']",Party,561.0,5.67028,19.82,,,,,,
HITSTER: Summer Party ,410209,https://boardgamegeek.com/boardgame/410209/hitster-summer-party,3728,2024,['Marcus Carleson'],518,7.57539,5.89348,1.46427,1.0,12,4629,0,22,6,7,82,1834,51,35,21,20329,2.0,10.0,4.0,6.0,8,30,30,[],[],"['Card Game', 'Music', 'Party Game', 'Trivia']",,,,,,,,,,
Dragonrealm ,272993,https://boardgamegeek.com/boardgame/272993/dragonrealm,3855,2019,['Darren Kisgen'],834,6.97582,5.87652,1.17898,1.4783,23,2248,2,163,59,49,405,2949,226,244,69,137294,2.0,4.0,4.0,4.0,11,20,30,"['Area Majority / Influence', 'Dice Rolling', 'Hand Management', 'Open Drafting', 'Set Collection']",['Dragonrealm: Hidden Treasure! Expansion'],"['Adventure', 'Card Game', 'Dice', 'Fantasy']",Family,1182.0,5.98604,17.49,,,,,,
Dinosaur Tea Party ,247160,https://boardgamegeek.com/boardgame/247160/dinosaur-tea-party,3864,2018,"['Rob Daviau', 'JR Honeycutt', 'Justin D. Jacobson']",1632,6.43167,5.87508,1.49005,1.2083,24,7139,0,233,49,57,583,2969,357,334,85,122525,3.0,5.0,4.0,5.0,16,15,30,"['Memory', 'Pattern Recognition']",[],"['Animals', 'Card Game', 'Deduction', 'Humor', 'Memory', 'Party Game']",Family,1264.0,5.94759,,,,,,,
Hive Mind ,201308,https://boardgamegeek.com/boardgame/201308/hive-mind,3881,2016,['Richard Garfield'],700,7.14407,5.87232,1.41256,1.1,10,2970,0,170,45,32,256,1496,194,188,28,99467,4.0,9.0,6.0,6.0,6,30,90,"['Cooperative Game', 'Paper-and-Pencil']","['Hive Mind: Board Game Card', 'Hive Mind: Dice Tower 4 card promo set']",['Party Game'],Party,187.0,6.26926,,,,,,,
Compatibility ,2604,https://boardgamegeek.com/boardgame/2604/compatibility,3895,1996,['Craig Browne (I)'],1358,6.57242,5.87023,1.43078,1.1096,73,2690,1,398,70,49,278,1987,409,201,28,176451,4.0,4.0,6.0,6.0,19,30,30,"['Simultaneous Action Selection', 'Team-Based Game']",[],"['Card Game', 'Party Game', 'Word Game']",Party,227.0,6.16445,88.91,,,,,,
5211 ,271512,https://boardgamegeek.com/boardgame/271512/5211,3888,2019,['Tsuyoshi Hashiguchi (はしぐち つよし)'],1938,6.31406,5.87124,1.31885,1.1818,44,11243,1,368,150,29,255,4279,438,230,53,165519,2.0,5.0,4.0,4.0,41,20,30,"['Hand Management', 'Pattern Recognition', 'Set Collection']",[],['Card Game'],Family,1280.0,5.94087,,,,,,,
Magical Athlete ,24565,https://boardgamegeek.com/boardgame/24565/magical-athlete,3918,2003,['Takashi Ishida'],1204,6.57169,5.86781,1.52617,1.3165,79,3897,1,580,32,233,752,1271,451,493,74,187121,4.0,5.0,5.0,5.0,32,60,90,"['Open Drafting', 'Race', 'Roll / Spin and Move', 'Variable Player Powers']",[],"['Fantasy', 'Racing', 'Sports']",Family,1249.0,5.95632,,,,,,,
Ugg-Tect ,60131,https://boardgamegeek.com/boardgame/60131/ugg-tect,3911,2009,['Walter Obert'],1972,6.29795,5.86873,1.35828,1.1892,111,3714,1,743,114,133,590,2946,553,321,67,222472,4.0,4.0,4.0,4.0,20,30,45,"['Acting', 'Pattern Building', 'Team-Based Game', 'Tile Placement']",[],"['Humor', 'Party Game', 'Prehistoric', 'Real-time']",Party,274.0,6.06777,,,,,,,
Twin It! ,222887,https://boardgamegeek.com/boardgame/222887/twin-it,3896,2017,"['Nathalie Saunier', 'Rémi Saunier', 'Thomas Vuarchex']",998,6.743,5.8702,1.41403,1.0,20,9568,3,201,41,8,164,2417,182,102,43,65230,2.0,6.0,4.0,4.0,12,5,10,"['Cooperative Game', 'Matching', 'Pattern Recognition', 'Set Collection', 'Simultaneous Action Selection', 'Speed Matching', 'Take That', 'Team-Based Game', 'Variable Set-up']",['Twin It!: Édition Jeux de société – FIJ promo cards'],"['Action / Dexterity', 'Card Game', 'Party Game']",Party,235.0,6.15611,,,,,,,
Articulate! ,6541,https://boardgamegeek.com/boardgame/6541/articulate,3893,1992,['Andrew Bryceson'],1657,6.52236,5.87039,1.54522,1.2462,65,3906,0,192,30,6,119,3300,302,55,43,174203,4.0,8.0,6.0,6.0,16,60,60,['Team-Based Game'],['Articulate: Extra Pack No. 1'],"['Party Game', 'Word Game']",Party,316.0,5.99036,,,,,,,
Zany Penguins ,190639,https://boardgamegeek.com/boardgame/190639/zany-penguins,3919,2016,"['Bruno Cathala', 'Matthieu Lanvin']",1155,6.60172,5.86772,1.20859,1.4167,36,3948,0,257,61,50,238,2017,232,182,25,77355,3.0,5.0,4.0,4.0,24,20,20,"['Area Majority / Influence', 'Hand Management', 'Memory', 'Open Drafting', 'Simultaneous Action Selection']",[],"['Animals', 'Card Game']",Family,1221.0,5.96589,,,,,,,
Hitster Bingo ,424280,https://boardgamegeek.com/boardgame/424280/hitster-bingo,3779,2024,[],582,7.45747,5.88538,1.39974,1.0,11,7310,0,47,6,3,104,1804,49,36,25,20792,2.0,10.0,4.0,4.0,7,30,60,['Bingo'],[],"['Card Game', 'Music', 'Party Game', 'Trivia']",,,,,,,,,,
Last Message ,331059,https://boardgamegeek.com/boardgame/331059/last-message,3902,2021,"['Lee Ju-Hwa', 'Giung Kim']",1085,6.6494,5.86999,1.23522,1.08,25,5306,4,136,65,36,383,2361,176,266,50,84448,3.0,5.0,4.0,4.0,15,15,15,"['Deduction', 'Line Drawing']",[],"['Murder / Mystery', 'Party Game']",Party,213.0,6.19097,19.04,,,,,,
Scopa ,15889,https://boardgamegeek.com/boardgame/15889/scopa,3962,1600,['(Uncredited)'],1219,6.57231,5.86242,1.6359,1.4625,80,10695,0,411,55,12,95,2208,406,174,62,111705,2.0,4.0,4.0,4.0,29,30,30,"['Hand Management', 'Memory', 'Set Collection', 'Team-Based Game']",[],"['Card Game', 'Memory']",Family,1268.0,5.94658,9.99,,,,,,
Pakal ,274349,https://boardgamegeek.com/boardgame/274349/pakal,3934,2020,"['Luca Bellini', 'Luca Borsa']",746,6.99914,5.86633,1.19152,1.2381,21,4396,0,78,20,20,196,1646,97,135,39,64532,2.0,4.0,4.0,4.0,13,20,20,"['Pattern Recognition', 'Real-Time']",['Pakal: New Schemes'],"['Action / Dexterity', 'Puzzle', 'Real-time']",Family,1196.0,5.97761,30.0,,,,,,
Rolling Ranch ,249673,https://boardgamegeek.com/boardgame/249673/rolling-ranch,3965,2019,['Jordy Adan'],1018,6.68448,5.86224,1.21607,1.2,20,4156,0,180,54,30,301,2160,185,247,67,91045,1.0,20.0,4.0,5.0,11,10,20,"['Dice Rolling', 'Paper-and-Pencil']",['Rolling Ranch: Hay there!'],"['Animals', 'Dice', 'Territory Building']",Family,1242.0,5.95902,,,,,,,
Cockroach Salad ,32341,https://boardgamegeek.com/boardgame/32341/cockroach-salad,3969,2007,['Jacques Zeimet'],3241,6.13728,5.86176,1.35456,1.1364,176,10349,4,435,129,34,241,6606,627,145,54,147427,3.0,6.0,4.0,5.0,45,10,20,"['Pattern Recognition', 'Speed Matching']",[],"['Action / Dexterity', 'Card Game', 'Humor', 'Real-time']",Party,329.0,5.97301,,,,,,,
Cartagena ,224031,https://boardgamegeek.com/boardgame/224031/cartagena,3978,2017,['Leo Colovini'],1039,6.70524,5.86073,1.23434,1.4091,22,3209,0,202,50,26,178,2197,223,125,38,84145,2.0,5.0,4.0,4.0,14,30,45,"['Action Points', 'Hand Management', 'Modular Board', 'Race', 'Track Movement']",[],['Pirates'],Family,1239.0,5.96073,28.82,,,,,,
The Same Game ,396542,https://boardgamegeek.com/boardgame/396542/the-same-game,3976,2023,['Wolfgang Warsch'],613,7.16737,5.86113,1.30367,1.375,16,3268,1,100,17,63,440,1066,111,291,41,52182,3.0,6.0,4.0,5.0,15,30,45,"['Communication Limits', 'Cooperative Game']",[],"['Deduction', 'Party Game', 'Word Game']",,,,20.64,,,,,,
Nuclear War ,713,https://boardgamegeek.com/boardgame/713/nuclear-war,4003,1965,['Douglas Malewicki'],2984,6.21735,5.85767,1.69855,1.4449,272,4890,0,1341,125,69,312,4454,1121,168,146,287466,3.0,6.0,6.0,6.0,35,60,60,"['Action Queue', 'Hand Management', 'Take That']","['Nuclear War Bonus Pack #1', 'Nuclear War Bonus Pack #2: Expansion to India Rails and Nuclear War', 'Nuclear War Booster Packs', 'Nuclear War: 250 Megatons Promo Card', 'Nuclear War: Alliance Promo Card', 'Nuclear War: Fold in Space Promo Card']","['Card Game', 'Humor', 'Modern Warfare', 'Negotiation', 'Political']",Thematic,889.0,5.90903,,,,,,,
DOG ,2633,https://boardgamegeek.com/boardgame/2633/dog,3999,1997,['(Uncredited)'],1957,6.33287,5.85799,1.70197,1.4324,111,12773,0,383,47,28,143,3389,433,86,61,205670,4.0,4.0,4.0,4.0,52,45,45,"['Hand Management', 'Movement Points', 'Race', 'Take That', 'Team-Based Game', 'Track Movement']",['Brändi DOG Plus 3'],['Card Game'],Family,1333.0,5.91556,,,,,,,
Roll For It! ,129090,https://boardgamegeek.com/boardgame/129090/roll-for-it,3993,2011,['Chris Leder'],3273,6.1516,5.85842,1.4146,1.049,102,24416,1,580,92,32,338,7012,831,167,94,187792,2.0,4.0,4.0,4.0,27,30,30,['Dice Rolling'],[],['Dice'],Family,1350.0,5.90687,19.94,,,,,,
